TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity
451187618697736192,sympathy_and_emotional_support,"PrayForChile They've prayed for us, Philippines because of the typhoon yolanda... It's time to pray for them.. xxx",None,None,philippines,None,False,False,True,False
451187620945887232,not_related_or_irrelevant,"I hope that @justinbieber will follow me.I'm still waiting for this.I would be very happy if you make it happen,really.I love you babeä_¥Ÿ x57",None,None,None,None,False,False,False,False
451187621843070976,sympathy_and_emotional_support,RT @AvrilLavigne: Thinking of everyone in Chile today. Hope all of you are safe! prayforchile ChileEarthquake,None,None,chile,None,False,False,True,False
451187621901791232,infrastructure_and_utilities_damage,"Chile assesses damage after massive quake, tsunami: SANTIAGO (Reuters) - Chilean authorities on Wednesday were... http://t.co/xjGjv6wYkM",santiago,None,chile,None,True,False,True,False
451187622077947904,other_useful_information,Disaster declared after Chile quake: Chile declares three northern regions hit by a 8.2 magnitude earthquake t... http://t.co/LOlnc3OYPc,None,None,chile,None,False,False,True,False
451187623252336640,other_useful_information,RT @ABC: UPDATE: Tsunami waves of up to 2.4 feet measured or reported along coast of northern Chile; Tsunami Warnings canceled.,None,None,chile,None,False,False,True,False
451187624099577856,other_useful_information,"In the mean time, hereäó»s our coverage of the Chile earthquake aftermath by @kimbui with assist from @meg_wagner http://t.co/OFNpIJrryh",None,None,chile,None,False,False,True,False
451187624586510336,other_useful_information,RT @LOHANTHONY: there was a 8.2 earthquake in chile yet the tabloids wanna focus on the fact that lindsay lohan's credit card declined whiläó_,None,None,chile,None,False,False,True,False
451187625114611712,injured_or_dead_people,newsofindia 6 Killed in Earthquake off Northern Chile - New York Times: Irish Independent6 Kill... http://t.co/qyqAjANWmh .. check out!,northern,york,chile,None,True,True,True,False
451187630277812224,other_useful_information,"Massive Chile Earthquake May Not Be the ""Big One"" http://t.co/Y7oFOAhcLy",None,None,chile,None,False,False,True,False
451187630542032897,caution_and_advice,RT @NWS_PTWC: TSUNAMI ADVISORY (offshore hazard) for the State of Hawaii.  Waves expected to arrive approx. 3:24 am HST. PTWC http://t.coäó_,None,hawaii,None,None,False,True,False,False
451187631507132416,not_related_or_irrelevant,RT @freddiearomerop: World laugh of Peruvian Army http://t.co/YvnKMEra2n Windsor Essex Hounslow Nunavut latam Chile England Europe äó_,europe,None,england,None,True,False,True,False
451187635709440000,other_useful_information,"""8.0-magnitude earthquake strikes off the coast of Chile. Tsunami war...""  http://t.co/vuWhW4qRAk",None,None,chile,None,False,False,True,False
451187637437476865,not_related_or_irrelevant,Hard to believe that the Peru trip is almost over. I am so proud of the seniors in my family group - they did such a great job this week!,None,None,peru,None,False,False,True,False
451187637463031808,not_related_or_irrelevant,@nashtonkitty our little weirdo lovehim http://t.co/sdW66s7ryo,None,None,None,None,False,False,False,False
451187638515421184,not_related_or_irrelevant,RT @CageTheElephant: Who can resist the classic J champ thumbs up pic!  argentina chile cagetheelephant http://t.co/1Low8hjXQt,None,None,None,None,False,False,False,False
451187640490942464,other_useful_information,"RT @NewEarthquake: 4.8 earthquake, 96km WNW of Iquique, Chile. Apr 3 03:28 at epicenter (37m ago, depth 15km). http://t.co/dJgNhlLOVL",None,None,chile,iquique,False,False,True,True
451187641808330752,sympathy_and_emotional_support,RT @eyprelrows: PrayforSouthKorea PrayforChile PrayforIndonesia PrayforNepal PrayforUkraine PrayforFlores  PrayforTheWorld :( so manäó_,None,None,None,None,False,False,False,False
451187643259580416,caution_and_advice,RT @NewsBreaker: NOW:  Chileäó»s Navy issues tsunami warning following magnitude 7.8 quake - @Reuters @ajamlive,None,None,None,None,False,False,False,False
451187644048084992,sympathy_and_emotional_support,RT @dwaynereywinson: Prayers to the people of Chile. May God grant you all peace. à__F PrayForChile IndonesianRespect,None,None,chile,None,False,False,True,False
451187646560104449,other_useful_information,RT @Independent: Powerful earthquake triggers tsunami off coast of Chile http://t.co/vXCPmMXUM9 http://t.co/ixY7cHzwCV,None,None,chile,None,False,False,True,False
451187646602047488,not_related_or_irrelevant,Let's right Armando Cristian Perez,None,None,None,None,False,False,False,False
451187647226998784,sympathy_and_emotional_support,"RT @aquaticsPH: Let us pause for a while and pray for our friends who lived in Chile, magnitude of 8.2 earthquake has struck them. Prayforäó_",prayforäó,None,chile,None,True,False,True,False
451187647499616256,other_useful_information,"M5.0 OFFSHORE TARAPACA, CHILE Depth 25.3km Apr 05, 2014 00:33:57 UTC, Apr 04, 2014 20:33:57 at epicenter http://t.co/sbXn47tzj8",None,None,chile,None,False,False,True,False
451187650439815168,sympathy_and_emotional_support,RT @DemiLovatoFans: RT @ddlovato Praying for Chile... My heart is with you all right now _ôÍ„ / PrayForChile,None,None,chile,None,False,False,True,False
451187651509755904,injured_or_dead_people,äóì@CBSNews: JUST IN: 2 reported dead in ChileEarthquake; 300 inmates escape from women's prisonäó,None,None,None,None,False,False,False,False
451187656257708032,other_useful_information,"RT @Fascinatingpics: An earthquake 8,3 liberates 3x times more energy than the Nagasaki's atomic bomb. PrayForChile http://t.co/1KLTNHmO8H",None,None,None,None,False,False,False,False
451187658052476928,sympathy_and_emotional_support,RT @AyyTangaLangDre: Earthquakes can't shake us. Let's all offer a prayer for Chile. PrayForChile,None,None,chile,None,False,False,True,False
451187659151400961,sympathy_and_emotional_support,PrayForChile... it's hard to cope after the earthquake esp when you know aftershocks will go on for days or even months.,None,None,None,None,False,False,False,False
451187659709235200,not_related_or_irrelevant,I'm belieber since 2009 and I will be forever. You're the Best idol I've ever had in my life :) i Love You So Much @justinbieber x11,None,None,None,None,False,False,False,False
451187660858462208,not_related_or_irrelevant,äóì@QueenNigger: Chille's... I never liked dat restaurant... i hope dha cookers and dha servers are okay doe! PrayForChile ChileEarthquakeäó,None,None,None,None,False,False,False,False
451187668710617088,sympathy_and_emotional_support,"RT @MamaGH: Pray for Chile, and earthquake disaster. à__F",None,None,chile,None,False,False,True,False
451187669251280896,sympathy_and_emotional_support,RT @KennyHamilton: PrayforChile may God continue to be with you all.,None,None,None,None,False,False,False,False
451187669302009857,other_useful_information,227's YouTube Chili' microsoft227: 227's YouTube Chili' Chile Earthquake 8.0 Giant Earthqu... http://t.co/CayNo8JtOW Jamaal Al-Din - NBA,None,None,chile,None,False,False,True,False
