TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity
498497723600211968,not_related_or_irrelevant,RT @alyssalovevaz: So excited to wake up at 6am.... _Ù÷Õ_ÙÓÇ,None,None,None,None,False,False,False,False
498497977561133056,donation_needs_or_offers_or_volunteering_services,RT @josieman14: I'm starting get really fed up with some people_ÙÕ_ not everyday be rude,None,None,None,None,False,False,False,False
498498145563582464,donation_needs_or_offers_or_volunteering_services,@RobViper I agree two coming back makes it more possible to shake things up. Not sure zach would just bc he's all about Derrick/Cody.,None,None,None,None,False,False,False,False
498498260395634688,not_related_or_irrelevant,Saving up to move because our landlord won't fix the 8000 problems that have plagued us since our move-in day.,None,None,None,None,False,False,False,False
498498610909417472,not_related_or_irrelevant,RT @mariahwehbe: I hate @TiffanyLSabroso for waking me up... What a little bitch,None,None,None,None,False,False,False,False
498498722150752256,not_related_or_irrelevant,"RT @drayzze: ""I'll have what she's having""  *Bartender mixes up a panic attack and a nervous breakdown*",None,None,None,None,False,False,False,False
498498774390407168,not_related_or_irrelevant,RT @shekkelle: @shahidkapoor @manmarziyan aaona EY HELLO RT US MAN WE ARE INTERNATIONAL FANS TURKISH AND AFGHAN NOT EVEN INDIAN FLOODING T‰Û_,None,None,us,None,False,False,True,False
498499186737053696,donation_needs_or_offers_or_volunteering_services,RT @KasinoKaine: People will always feed you lies. It's up to you to use those context clues to figure them out.,None,None,None,None,False,False,False,False
498499290818682880,sympathy_and_emotional_support,"RT @CrawfordChrisV: Well, the Chicago trip ended up being a pretty big disaster, but NoMi Kitchen was pretty good as some of you mentioned.",None,None,None,chicago,False,False,False,True
498499323525885952,not_related_or_irrelevant,So lazy to wake up...,None,None,None,None,False,False,False,False
498499340248178690,not_related_or_irrelevant,Well that was a good but seriously messed up film! wearewhatweare,None,None,None,None,False,False,False,False
498499524025778176,not_related_or_irrelevant,RT @camerondallas: I crack myself up.,None,None,None,None,False,False,False,False
498499891564654592,sympathy_and_emotional_support,wish my mom would make her mind up if I'm going to school or not _Ù÷_,None,None,None,None,False,False,False,False
498500541174263809,not_related_or_irrelevant,@marvintrk brrruuuuhhhhhhh you acting up notmemorable neverhappened,None,None,None,None,False,False,False,False
498500653321572353,donation_needs_or_offers_or_volunteering_services,@romaintoutcourt http://t.co/eoFHQCih9b fine a never up.,None,None,None,None,False,False,False,False
498500746430906368,not_related_or_irrelevant,So we were just in the middle of a police chase and the whole time Ay'dien is screaming to my mom to keep up with the police men _Ù÷â_Ù÷â_Ù÷â_Ù÷â,None,None,None,None,False,False,False,False
498500982914179072,not_related_or_irrelevant,Moto 360 shows up on Best Buy's website for $250 http://t.co/8GG79jnnJa http://t.co/4DImiLFAnt,None,None,None,None,False,False,False,False
498501004628090880,not_related_or_irrelevant,I'm bout tf my cousin I know she's up lls,None,None,None,None,False,False,False,False
498501390684422144,donation_needs_or_offers_or_volunteering_services,"My first whip was fucked up with no AC, but I can tell you what that bitch got me from A to B.",None,None,None,None,False,False,False,False
