TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
498497663609085955,Sun Aug 10 15:54:39 +0000 2014,314,1210,True,4342,2398,0,0,0,False,injured_or_dead_people,0,1,0
498497681036025856,Sun Aug 10 15:54:43 +0000 2014,3967,425,False,250293,3016,1,1,0,False,injured_or_dead_people,3,0,4
498497696949235712,Sun Aug 10 15:54:47 +0000 2014,8,20,False,27,1891,3,0,0,False,injured_or_dead_people,0,0,8
498497723600211968,Sun Aug 10 15:54:53 +0000 2014,346,935,False,1227,3333,0,1,1,False,not_related_or_irrelevant,2,0,14
498497744609488896,Sun Aug 10 15:54:58 +0000 2014,159,1154,True,17910,3248,1,2,1,False,injured_or_dead_people,17,0,19
498497760543653889,Sun Aug 10 15:55:02 +0000 2014,2592,297,False,124524,2716,0,1,1,False,injured_or_dead_people,2,0,23
498497771918614528,Sun Aug 10 15:55:05 +0000 2014,1771,3379,False,32049,2831,0,2,0,False,injured_or_dead_people,2,0,26
498497779606781952,Sun Aug 10 15:55:06 +0000 2014,1982,1735,True,282787,2397,0,1,1,False,injured_or_dead_people,2,0,27
498497788519657472,Sun Aug 10 15:55:09 +0000 2014,149,401,False,1312,1671,5,0,1,False,injured_or_dead_people,0,0,30
498497823802159104,Sun Aug 10 15:55:17 +0000 2014,10,0,False,536069,1963,2,0,1,False,other_useful_information,0,0,38
498497845067259905,Sun Aug 10 15:55:22 +0000 2014,79,0,False,13327,2925,2,0,1,False,injured_or_dead_people,0,0,43
498497845880963072,Sun Aug 10 15:55:22 +0000 2014,122414,366,True,118032,3412,0,1,1,True,other_useful_information,0,0,43
498497848196218880,Sun Aug 10 15:55:23 +0000 2014,9364,10,False,37198,3412,0,1,1,True,injured_or_dead_people,2,0,44
498497852796973056,Sun Aug 10 15:55:24 +0000 2014,103,216,True,8091,2831,0,0,1,False,injured_or_dead_people,0,0,45
498497854626078722,Sun Aug 10 15:55:24 +0000 2014,419,782,False,2090,1719,1,1,1,False,injured_or_dead_people,73,0,45
498497857981145088,Sun Aug 10 15:55:25 +0000 2014,3572,455,True,28760,2876,0,1,0,False,injured_or_dead_people,0,0,46
498497890835505153,Sun Aug 10 15:55:33 +0000 2014,1587,622,False,33167,3785,1,0,0,False,displaced_people_and_evacuations,1,0,54
498497893415018497,Sun Aug 10 15:55:34 +0000 2014,1354,732,True,324967,2547,1,1,1,False,injured_or_dead_people,42,0,55
498497954681192448,Sun Aug 10 15:55:48 +0000 2014,450,927,False,3310,2688,1,2,0,False,injured_or_dead_people,13,0,69
498497964202274818,Sun Aug 10 15:55:50 +0000 2014,292,127,False,193028,2882,0,2,1,False,injured_or_dead_people,2,0,71
498497964461916161,Sun Aug 10 15:55:51 +0000 2014,2202,0,False,248537,2332,1,0,1,False,injured_or_dead_people,0,0,72
498497974960275456,Sun Aug 10 15:55:53 +0000 2014,839,524,True,43529,3063,1,1,0,False,injured_or_dead_people,3,0,74
498497977561133056,Sun Aug 10 15:55:54 +0000 2014,156,5,False,119498,1404,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,75
498497995214573568,Sun Aug 10 15:55:58 +0000 2014,588,342,False,157218,2971,1,1,0,False,injured_or_dead_people,5,0,79
498498004396290049,Sun Aug 10 15:56:00 +0000 2014,794,1666,False,4046,1576,0,1,0,False,injured_or_dead_people,154,0,81
498498042157608961,Sun Aug 10 15:56:09 +0000 2014,24401,271,True,82004,1709,0,1,0,False,injured_or_dead_people,0,0,90
