TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity
498497663609085955,injured_or_dead_people,@LenGe_MAN dem don correct that shooting nonsense for FIFA brazill sha and up through ball.. hopefully same as 15 .,None,None,None,None,False,False,False,False
498497681036025856,injured_or_dead_people,@geauxpatgeaux i can...not off sweet jumps tho...only can ride up and down half pipes. :P,None,None,None,None,False,False,False,False
498497696949235712,injured_or_dead_people,"RT @itsdorian_: ‰ÛÏ@KiGotThe_Juicee: Females gotta keep their nails _ÙÕÉ, feet , brows up every two weeks that's $60 to $80 dollars _Ùª_ .. _Ù÷«‰Û‰Û_•ü",None,None,None,None,False,False,False,False
498497699659137024,injured_or_dead_people,RT @KarinaReissmann: ‰ÛÏThe stumbles teach us more about how to stay up than they do about falling down.‰Û - @BearGrylls ~ http://t.co/rR4i7Rh‰Û_,None,None,None,None,False,False,False,False
498497714183626754,injured_or_dead_people,@ughgraser yea my dad grew up listening to rock and country so I listen to it too. OMG that sounds scary &gt;.&lt;,None,None,None,None,False,False,False,False
498497723600211968,not_related_or_irrelevant,RT @alyssalovevaz: So excited to wake up at 6am.... _Ù÷Õ_ÙÓÇ,None,None,None,None,False,False,False,False
498497744609488896,injured_or_dead_people,dre just hung up tf ...,None,None,None,None,False,False,False,False
498497752012451840,injured_or_dead_people,"But now when I see it's ppl I came up with getting killed, killing, and locked up its painful.",None,None,None,None,False,False,False,False
498497752574472192,injured_or_dead_people,RT @indystar: Farm-to-table festival @DigINDIANA served up more than a taste of Indiana this weekend. http://t.co/TlwRrLylIa http://t.co/Hr‰Û_,None,indiana,None,None,False,True,False,False
498497760543653889,injured_or_dead_people,Zach parent made my lunch and hooked me up McTriple SeniorChicken http://t.co/AmjOf6fY2l,None,None,None,None,False,False,False,False
498497771310448640,injured_or_dead_people,RT @BRANDONBARAY: I love when my notifications blow up. Favorite and retweet me.,None,None,None,None,False,False,False,False
498497771918614528,injured_or_dead_people,RT @BBCSport: .@CPFC fined for breaching @PremierLeague rules over making efforts to obtain the Cardiff line-up before their meeting in Apr‰Û_,None,None,None,cardiff,False,False,False,True
498497779606781952,injured_or_dead_people,@jizzonpinkass thanks for clearing that up,None,None,None,None,False,False,False,False
498497788519657472,injured_or_dead_people,"@BrunoHamburg @andersostlund Put yourself in their place..They feed them in until we blow up 100 tanks with Milan, Bill2, Hellfire etc.",None,None,None,milan,False,False,False,True
