tweet_id,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_text
'503642988522647552',878953429,False,finalized,3,2/10/2016 12:32:35,sympathy_and_emotional_support,0.6857,,RT @JSimrock: Thinking of all those dealing with the #aftermath of the #earthquake in #California.
'503642996584513536',878953433,False,finalized,3,2/10/2016 12:43:26,not_related_or_irrelevant,1.0,,Did God Send Earthquake Because California Ship Workers DenyÂ Israel http://t.co/4md1LfhE7z
'503643003508883458',878953440,False,finalized,3,2/10/2016 14:05:00,not_related_or_irrelevant,1.0,,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/buyrmiykwI
'503643031367467008',878953452,False,finalized,3,2/10/2016 13:08:35,sympathy_and_emotional_support,0.625,,Hoping for best: Powerful earthquake shakes Northern California http://t.co/gvBVrSbLgN http://t.co/aCgUeEt8ZE
'503643042926977025',878953460,False,finalized,3,2/10/2016 15:15:30,sympathy_and_emotional_support,0.3548,,"I really like graphs, and this one is pretty good - The Napa earthquake woke this many Jawbone Up wearers http://t.co/cOq1hljgjM"
'503643045867188224',878953464,False,finalized,3,2/10/2016 12:44:27,not_related_or_irrelevant,0.6462,,"RT @EditInfluence: Top story: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/xqp2iRgIKw, see more http:/â€¦"
'503643074514272256',878953475,False,finalized,3,2/10/2016 12:37:19,not_related_or_irrelevant,0.6757,,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
'503643081066184704',878953478,False,finalized,3,2/10/2016 13:02:35,sympathy_and_emotional_support,1.0,,Prayers to all affected by #napaearthquake  this morning http://t.co/2Vmz353lCf
'503643113793933312',878953493,False,finalized,3,2/10/2016 12:56:58,not_related_or_irrelevant,0.7059,,RT @alawine: I see #napaquake trending on twitter. With your help I'd rather see these: #naparocks #pressonapa #napastrong #drinknapa #visiâ€¦
'503643124787609600',878953496,False,finalized,3,2/10/2016 14:05:00,donation_needs_or_offers_or_volunteering_services,0.6486,,"Full statement by Napa Valley Vintners on new #earthquake relief find, with link for making donations: http://t.co/KuWzMz5zpV via  NapaRegis"
'503643126683009025',878953498,False,finalized,3,2/10/2016 12:44:02,not_related_or_irrelevant,0.6667,,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
'503643130059829248',878953503,False,finalized,3,2/10/2016 14:23:30,donation_needs_or_offers_or_volunteering_services,1.0,,RT @NapaCoRedCross: The @RedCross shelters in Napa and Vallejo remain open to assist those affected by the earthquake. #NapaQuake
'503643158580690944',878953525,False,finalized,3,2/10/2016 12:04:59,not_related_or_irrelevant,0.6857,,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
'503643164834803712',878953531,False,finalized,3,2/10/2016 12:15:43,sympathy_and_emotional_support,0.7059,,"""ELCA offers prayers for those affected by California earthquake"" via @ELCANews http://t.co/80awJvXtvj #UNYS"
'503643166453825537',878953532,False,finalized,3,2/10/2016 14:24:15,donation_needs_or_offers_or_volunteering_services,0.3429,,RT @vjotimesherald: BOE announces emergency tax relief for business owners affected by South Napa Earthquake http://t.co/Td6okCs7jR
'503643171327602689',878953537,False,finalized,3,2/10/2016 16:04:38,not_related_or_irrelevant,0.3683,,Earthquake Blacks Out California http://t.co/BInjnRISq2
'503643171775983616',878953539,False,finalized,3,2/10/2016 13:37:59,sympathy_and_emotional_support,1.0,,RT @Hunter_2_Fast: Sending my thoughts out to Napa County firefighters I've met from Cal Fire LNU out working the quake today praying for yâ€¦
'503643175466983425',878953540,False,finalized,3,2/10/2016 12:14:13,not_related_or_irrelevant,0.3514,,RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll httpâ€¦
'503643181620015104',878953546,False,finalized,3,2/10/2016 13:41:36,donation_needs_or_offers_or_volunteering_services,0.6667,,"RT @AdamSchefter: Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from Sunâ€¦"
'503643190864257024',878953554,False,finalized,3,2/10/2016 12:10:49,sympathy_and_emotional_support,0.6486,,RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
'503643192734916608',878953557,False,finalized,3,2/10/2016 13:47:52,not_related_or_irrelevant,0.7059,,RT @mamamellet: @troyesivan @tyleroakley what's going on California? Did you feel the quake at all?
'503643209671925761',878953577,False,finalized,3,2/10/2016 13:31:33,not_related_or_irrelevant,1.0,,"@taylorswift13 @edsheeran your song ""SHAKE IT OFF"" rocks so much it caused a 6.1 #earthquake here in Nor.California Shaken off aftershocks"
'503643210288496643',878953579,False,finalized,3,2/10/2016 12:09:54,donation_needs_or_offers_or_volunteering_services,1.0,,RT @ChimneyRockWine: Do you want to help wineries who need help?  Here's one way you can:  Napa Earthquake Volunteers http://t.co/Q87rF7GzYâ€¦
'503643210892464128',878953581,False,finalized,3,2/10/2016 13:56:54,sympathy_and_emotional_support,1.0,,Mexico expresses solidarity to California after quake http://t.co/g2QToe0IKH #EN
'503643214998282241',878953588,False,finalized,3,2/10/2016 12:14:13,not_related_or_irrelevant,1.0,,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
'503643216424357888',878953591,False,finalized,3,2/10/2016 12:32:35,sympathy_and_emotional_support,1.0,,RT @THEguywilson: Sending thoughts and prayers to all those affected by the earthquake. #Napa #NapaEarthquake
