TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
511423208801984512,Mon Sep 15 07:56:09 +0000 2014,47359,11,False,313471,1660,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,0
511423376682803200,Mon Sep 15 07:56:49 +0000 2014,455,251,True,142257,3248,0,1,1,False,sympathy_and_emotional_support,137,0,40
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2384,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,67
511423528307265536,Mon Sep 15 07:57:25 +0000 2014,115,115,True,10139,2959,0,1,1,False,donation_needs_or_offers_or_volunteering_services,213,0,76
511423665406095360,Mon Sep 15 07:57:58 +0000 2014,911,816,False,1177,1780,1,2,1,False,sympathy_and_emotional_support,454,0,109
511423869165387777,Mon Sep 15 07:58:46 +0000 2014,455,251,True,142257,3248,1,2,1,False,sympathy_and_emotional_support,613,0,157
511424000560336896,Mon Sep 15 07:59:18 +0000 2014,554,168,True,93525,2294,0,1,1,False,sympathy_and_emotional_support,137,0,189
511424072732127232,Mon Sep 15 07:59:35 +0000 2014,399,1939,False,5790,3000,1,1,0,False,not_related_or_irrelevant,342,0,206
511424101517230081,Mon Sep 15 07:59:42 +0000 2014,479,195,False,3178,1853,3,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,213
511424187962261504,Mon Sep 15 08:00:02 +0000 2014,1308,18,False,1026994,2690,0,0,1,False,sympathy_and_emotional_support,0,0,233
511424204215177216,Mon Sep 15 08:00:06 +0000 2014,261,90,True,24631,2308,0,1,0,False,sympathy_and_emotional_support,72,0,237
511424324528390144,Mon Sep 15 08:00:35 +0000 2014,3864,167,True,91676,2051,0,1,1,False,sympathy_and_emotional_support,17,0,266
511424449099206656,Mon Sep 15 08:01:05 +0000 2014,27594,2954,True,15135,3338,0,1,1,False,donation_needs_or_offers_or_volunteering_services,27,0,296
511424465604186112,Mon Sep 15 08:01:09 +0000 2014,31,0,False,39478,2257,0,0,1,False,not_related_or_irrelevant,0,0,300
511424602010963968,Mon Sep 15 08:01:41 +0000 2014,552,348,True,53636,1539,1,1,1,False,sympathy_and_emotional_support,4,0,332
511424687499259904,Mon Sep 15 08:02:01 +0000 2014,349,1176,True,29830,3250,0,1,1,False,not_related_or_irrelevant,27,0,352
511424800037027840,Mon Sep 15 08:02:28 +0000 2014,7317,2612,True,3192,2265,2,0,0,False,sympathy_and_emotional_support,7,5,379
511424949463318528,Mon Sep 15 08:03:04 +0000 2014,240,141,False,263026,3383,0,0,1,False,sympathy_and_emotional_support,0,0,415
511424972783616000,Mon Sep 15 08:03:10 +0000 2014,34,325,True,626,2963,1,1,0,False,sympathy_and_emotional_support,7,0,421
511425025530789890,Mon Sep 15 08:03:22 +0000 2014,286,234,True,29401,3297,1,2,0,False,sympathy_and_emotional_support,45,0,433
