TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
540003786811793408,Wed Dec 03 04:45:10 +0000 2014,1419568,397,False,90025,2860,1,0,1,True,other_useful_information,10,6,0
540003796986773504,Wed Dec 03 04:45:12 +0000 2014,1811,582,False,17062,3327,1,2,0,False,not_related_or_irrelevant,1,0,2
540003870131232769,Wed Dec 03 04:45:30 +0000 2014,6401,2941,True,80347,2733,0,1,0,False,caution_and_advice,0,1,20
540003980076527619,Wed Dec 03 04:45:56 +0000 2014,2545,2127,True,34328,2962,1,3,0,False,not_related_or_irrelevant,1,0,46
540004133265104897,Wed Dec 03 04:46:32 +0000 2014,24150,2847,True,38577,3217,1,1,0,False,other_useful_information,0,0,82
540004223786565632,Wed Dec 03 04:46:54 +0000 2014,357,332,True,18912,3253,0,0,0,False,caution_and_advice,0,0,104
540004231344693248,Wed Dec 03 04:46:56 +0000 2014,2565,2145,True,238914,2577,3,0,0,False,injured_or_dead_people,0,0,106
540004277863731200,Wed Dec 03 04:47:07 +0000 2014,190,531,False,266,1304,0,1,0,False,sympathy_and_emotional_support,101,0,117
540004375112843264,Wed Dec 03 04:47:30 +0000 2014,5,120,False,5,1294,1,1,0,False,not_related_or_irrelevant,48,0,140
540004410894454784,Wed Dec 03 04:47:39 +0000 2014,5,120,False,5,1294,1,2,1,False,sympathy_and_emotional_support,4,0,149
540004462031421440,Wed Dec 03 04:47:51 +0000 2014,1630,1558,True,47804,2008,0,2,1,False,caution_and_advice,0,0,161
540004462933204992,Wed Dec 03 04:47:51 +0000 2014,817,741,True,27016,2586,1,1,0,False,caution_and_advice,0,0,161
540004464841986048,Wed Dec 03 04:47:51 +0000 2014,2319,1266,True,10559,3382,3,1,0,False,not_related_or_irrelevant,32,0,161
540004504733622274,Wed Dec 03 04:48:01 +0000 2014,257,1063,True,34571,2880,1,1,0,False,other_useful_information,11,0,171
540004523452792833,Wed Dec 03 04:48:05 +0000 2014,34,126,True,2376,1630,3,1,0,False,sympathy_and_emotional_support,142,0,175
540004553832529920,Wed Dec 03 04:48:13 +0000 2014,1136,965,True,79037,3035,7,0,1,False,injured_or_dead_people,0,0,183
540004569430757376,Wed Dec 03 04:48:16 +0000 2014,57,308,False,304,2631,2,1,0,False,caution_and_advice,1,0,186
540004575227301889,Wed Dec 03 04:48:18 +0000 2014,12,13,True,124,1411,3,0,1,False,other_useful_information,0,0,188
540004650737364992,Wed Dec 03 04:48:36 +0000 2014,527,282,True,43318,3726,2,1,0,False,other_useful_information,0,0,206
