TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,Text
511434874280886272,Mon Sep 15 08:42:30 +0000 2014,164,726,False,16802,1841,0,0,1,False,caution_and_advice,0,0,Twitterfeed,False,"Hurricane Odile has rapidly strengthened into a Category 4 storm, the National Hurricane Center said Sunday. http://t.co/hs2NnHSpcf"
511439994473295872,Mon Sep 15 09:02:51 +0000 2014,170,96,False,28996,1754,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/6MgtD1VvrN"
511439995832258560,Mon Sep 15 09:02:51 +0000 2014,170,96,False,28996,1754,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/Rhlsg67rXz"
511440000114630657,Mon Sep 15 09:02:52 +0000 2014,119,709,False,29468,1785,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/KxDLvaR7qy"
511440001670725633,Mon Sep 15 09:02:53 +0000 2014,119,709,False,29468,1785,0,0,1,False,displaced_people_and_evacuations,0,1,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/dxVr0stL2N"
511440378226954240,Mon Sep 15 09:04:22 +0000 2014,10986,523,False,66479,2523,0,0,0,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists Sent to Shelters as Hu..."
511440942860369920,Mon Sep 15 09:06:37 +0000 2014,2,0,False,4136,1602,0,0,1,False,displaced_people_and_evacuations,0,0,UnofficialApps,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/FG7pOKVB2b"
511443344195457024,Mon Sep 15 09:16:10 +0000 2014,526,553,False,401459,1526,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/dm9kmOgVuy"
511443349979422720,Mon Sep 15 09:16:11 +0000 2014,130,99,False,258715,1365,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/If4oc94MdX"
511443362495201282,Mon Sep 15 09:16:14 +0000 2014,91,66,False,100738,1521,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/Tg04h6WtZB"
511443411673427969,Mon Sep 15 09:16:26 +0000 2014,666,1770,False,16925,1612,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/WwBlGDHJLQ"
511443414949171201,Mon Sep 15 09:16:26 +0000 2014,2657,602,True,196246,2385,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/xMSsa2cHzJ"
511443435849412608,Mon Sep 15 09:16:31 +0000 2014,43592,3690,False,43447,2890,0,0,0,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists Sent to Shelters as Hu..."
511445434674343937,Mon Sep 15 09:24:28 +0000 2014,695,3,False,260714,2108,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/5jFJVt6rSK"
511449139301724162,Mon Sep 15 09:39:11 +0000 2014,709,1119,False,35046,1845,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News: ABC NewsResidents, Tourists... http://t.co/hs3Xjy5LsO"
511451638222311424,Mon Sep 15 09:49:07 +0000 2014,105,114,True,25364,3303,0,0,1,False,displaced_people_and_evacuations,0,0,OtherSite,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/ete97I5D9X"
511452073410322433,Mon Sep 15 09:50:51 +0000 2014,169,62,False,48800,3242,0,0,1,False,displaced_people_and_evacuations,0,0,OtherSite,False,"Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/5nz3LtUSnp"
