TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,Text
503642988522647552,Sun Aug 24 20:40:20 +0000 2014,956,1124,True,31596,2097,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503642993677443072,Sun Aug 24 20:40:21 +0000 2014,1346,839,True,127319,2330,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503642998832242689,Sun Aug 24 20:40:22 +0000 2014,71,43,False,1739,1682,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643018906570752,Sun Aug 24 20:40:27 +0000 2014,2017,462,True,132194,3382,0,2,0,False,not_related_or_irrelevant,217,0,Tablet,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643040171700225,Sun Aug 24 20:40:32 +0000 2014,1321,567,True,175800,3255,2,1,1,False,injured_or_dead_people,32,0,Tweetbot,True,"RT @UTsandiego: What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG"
503643062715703296,Sun Aug 24 20:40:38 +0000 2014,361,340,True,2505,1945,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643126141947904,Sun Aug 24 20:40:53 +0000 2014,135,746,False,17733,2783,1,1,1,False,infrastructure_and_utilities_damage,11,0,Client Web,True,"RT @Chabad: Chabad center in Napa Valley damaged by #earthquake, but rabbi quickly attends to his community. http://t.co/x31LFXqUoZ"
503643156358115328,Sun Aug 24 20:41:00 +0000 2014,2982,715,True,5137,3315,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643158748880896,Sun Aug 24 20:41:00 +0000 2014,238,213,True,21340,2481,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643159239622656,Sun Aug 24 20:41:01 +0000 2014,891,863,True,13436,1381,0,1,1,False,other_useful_information,753,0,Client Web,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,1830,2375,False,36689,2534,0,1,1,False,not_related_or_irrelevant,0,0,Developer,False,McCain Uses California Earthquake to Criticize Obama http://t.co/ntHfUZiZtw via @dailykos
503643204156006400,Sun Aug 24 20:41:11 +0000 2014,675,497,True,7681,3596,2,1,0,False,other_useful_information,4542,0,Client Web,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643205280468992,Sun Aug 24 20:41:12 +0000 2014,44,268,False,445,3585,2,1,0,False,other_useful_information,4542,0,Client Web,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643207486283776,Sun Aug 24 20:41:12 +0000 2014,1427,894,True,32300,1734,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643218714439680,Sun Aug 24 20:41:15 +0000 2014,368,863,False,32200,2254,1,1,0,False,sympathy_and_emotional_support,2104,0,MobileApp,True,RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503643236267982850,Sun Aug 24 20:41:19 +0000 2014,195,117,False,4401,1673,0,1,1,False,injured_or_dead_people,237,0,Client Web,True,"RT @YourAnonNews: Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ"
503643274926518272,Sun Aug 24 20:41:28 +0000 2014,298,290,True,17569,2144,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643295218958338,Sun Aug 24 20:41:33 +0000 2014,1389,189,False,27859,2157,3,1,1,False,other_useful_information,0,0,UnofficialApps,False,Real time coverage of #Napa California #earthquake at http://napa http://t.co/pibXhVlfvN |  @allaboutnapa #napaquake
503643303490109440,Sun Aug 24 20:41:35 +0000 2014,270,543,False,107444,3185,0,1,0,False,sympathy_and_emotional_support,37,0,MobileApp,True,RT @TheOrlandoJones: Thoughts &amp; prayers w/ everyone affected by this morning's quake in the Bay Area.
503643315548323840,Sun Aug 24 20:41:38 +0000 2014,60,175,False,64,1847,2,1,0,False,other_useful_information,4542,0,OtherSite,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643318560239616,Sun Aug 24 20:41:39 +0000 2014,1685,126,True,51247,1724,1,1,0,False,sympathy_and_emotional_support,185,0,MobileApp,True,RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643329922215937,Sun Aug 24 20:41:41 +0000 2014,386,311,True,3373,2332,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643349119549440,Sun Aug 24 20:41:46 +0000 2014,167,967,True,10541,3562,0,2,0,False,not_related_or_irrelevant,217,0,MobileApp,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643485493559299,Sun Aug 24 20:42:18 +0000 2014,691,252,False,10240,2263,0,1,1,False,infrastructure_and_utilities_damage,14,0,Client Web,True,RT @latimesfood: Napa wineries sustain damage from 6.1 magnitude earthquake http://t.co/HaOdFNcvoA
503643495815720960,Sun Aug 24 20:42:21 +0000 2014,49,144,False,462,1375,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503643502606311426,Sun Aug 24 20:42:22 +0000 2014,1173,704,False,104193,2160,2,1,1,False,injured_or_dead_people,32,0,Client Web,True,"RT @UTsandiego: What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG"
503643512467103744,Sun Aug 24 20:42:25 +0000 2014,2866,2638,True,91309,2107,0,1,0,False,other_useful_information,32,0,MobileApp,True,"RT @justinshanes: In typical fashion, media after Napa earthquake devoting most coverage to the white wine."
503643528732221440,Sun Aug 24 20:42:29 +0000 2014,275,271,True,14586,2432,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643571254075393,Sun Aug 24 20:42:39 +0000 2014,569,1,False,389936,1376,1,1,1,False,other_useful_information,0,0,Twitterfeed,False,@R2Pindex ---&gt; Earthquake Hits North California: Northern California was hit by a A 6.0-magnitude ear... http://t.co/arFciKiKSD #Nigeria
503643616045436930,Sun Aug 24 20:42:49 +0000 2014,251,635,False,1237,1566,1,1,0,False,sympathy_and_emotional_support,185,0,MobileApp,True,RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643644684161025,Sun Aug 24 20:42:56 +0000 2014,351,554,False,5620,3334,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643703249235968,Sun Aug 24 20:43:10 +0000 2014,4291,1123,True,8411,2461,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643717480087552,Sun Aug 24 20:43:14 +0000 2014,427,385,True,67830,2075,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643776183959553,Sun Aug 24 20:43:28 +0000 2014,745,824,True,8903,2314,2,1,0,False,other_useful_information,287,0,MobileApp,True,RT @GirishB: The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C
503643784585158656,Sun Aug 24 20:43:30 +0000 2014,293,197,True,31123,2372,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643789136003073,Sun Aug 24 20:43:31 +0000 2014,1971,237,True,116017,2737,1,1,0,False,sympathy_and_emotional_support,185,0,MobileApp,True,RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643808144572416,Sun Aug 24 20:43:35 +0000 2014,1322,1278,False,1177,1530,1,1,0,False,sympathy_and_emotional_support,185,0,MobileApp,True,RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643828897591296,Sun Aug 24 20:43:40 +0000 2014,679,1264,False,4655,1455,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643842865020928,Sun Aug 24 20:43:44 +0000 2014,908,483,False,120880,3105,2,1,0,False,other_useful_information,4542,0,Tweetbot,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643863077380096,Sun Aug 24 20:43:48 +0000 2014,1161,5000,True,35246,2913,0,2,0,False,not_related_or_irrelevant,217,0,MobileApp,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643883377410048,Sun Aug 24 20:43:53 +0000 2014,135,746,False,17733,2783,2,1,0,False,caution_and_advice,92,0,Client Web,True,RT @femaregion9: Expect aftershocks after the #napa #earthquake Usually less violent than main quake but can damage weakened structures.
503643888968814592,Sun Aug 24 20:43:55 +0000 2014,529,875,True,13458,3591,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643893108183040,Sun Aug 24 20:43:56 +0000 2014,2368,447,False,99817,2721,1,1,0,False,sympathy_and_emotional_support,2104,0,MobileApp,True,RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503643917884338176,Sun Aug 24 20:44:01 +0000 2014,1546,167,False,691328,1925,0,0,1,False,other_useful_information,0,0,OtherSite,False,Strongest Earthquake in 25 Years Hits Northern California http://t.co/k3bT1tUWuf
503643927090446337,Sun Aug 24 20:44:04 +0000 2014,3011,898,True,735953,2441,0,0,1,False,injured_or_dead_people,0,0,Twitterfeed,False,Dozens Injured In San Francisco Earthquake: A 6.0-magnitude earthquake has rocked the northern San Francisco a... http://t.co/BI6q9P22Os
503643965791293440,Sun Aug 24 20:44:13 +0000 2014,115,309,True,886,2324,1,1,0,False,infrastructure_and_utilities_damage,123,0,MobileApp,True,RT @EvanWagstaff: Napa authorities use RC copter to inspect damaged building #napaquake http://t.co/TL2kHBqxxq
503643994145181697,Sun Aug 24 20:44:20 +0000 2014,166,1356,True,1364,1829,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644018006183936,Sun Aug 24 20:44:25 +0000 2014,324,594,False,53936,2864,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644043213942784,Sun Aug 24 20:44:31 +0000 2014,236,162,True,8458,3219,2,1,0,False,other_useful_information,4542,0,MobileApp,True,RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
