TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,Text
503642988522647552,Sun Aug 24 20:40:20 +0000 2014,956,1124,True,31596,2097,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503643018906570752,Sun Aug 24 20:40:27 +0000 2014,2017,462,True,132194,3382,0,2,0,False,not_related_or_irrelevant,217,0,Tablet,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643159239622656,Sun Aug 24 20:41:01 +0000 2014,891,863,True,13436,1381,0,1,1,False,other_useful_information,753,0,Client Web,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,1830,2375,False,36689,2534,0,1,1,False,not_related_or_irrelevant,0,0,Developer,False,McCain Uses California Earthquake to Criticize Obama http://t.co/ntHfUZiZtw via @dailykos
503643236267982850,Sun Aug 24 20:41:19 +0000 2014,195,117,False,4401,1673,0,1,1,False,injured_or_dead_people,237,0,Client Web,True,"RT @YourAnonNews: Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ"
503643303490109440,Sun Aug 24 20:41:35 +0000 2014,270,543,False,107444,3185,0,1,0,False,sympathy_and_emotional_support,37,0,MobileApp,True,RT @TheOrlandoJones: Thoughts &amp; prayers w/ everyone affected by this morning's quake in the Bay Area.
503643349119549440,Sun Aug 24 20:41:46 +0000 2014,167,967,True,10541,3562,0,2,0,False,not_related_or_irrelevant,217,0,MobileApp,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643485493559299,Sun Aug 24 20:42:18 +0000 2014,691,252,False,10240,2263,0,1,1,False,infrastructure_and_utilities_damage,14,0,Client Web,True,RT @latimesfood: Napa wineries sustain damage from 6.1 magnitude earthquake http://t.co/HaOdFNcvoA
503643495815720960,Sun Aug 24 20:42:21 +0000 2014,49,144,False,462,1375,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503643863077380096,Sun Aug 24 20:43:48 +0000 2014,1161,5000,True,35246,2913,0,2,0,False,not_related_or_irrelevant,217,0,MobileApp,True,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
