TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
575735721744449536,other_useful_information,Cyclone Pam hits New Zealand - dominion-post | http://t.co/cT7mCvgcwX - http://t.co/HyvLlOndsZ http://t.co/okKedXJaub,None,None,zealand,None,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
575736033058406400,infrastructure_and_utilities_damage,CylonePam devastates Vanuatu: Regional disaster insurance scheme can help fund gvt rebuilding efforts http://t.co/MmeMzSKW13 WCDRR,None,None,vanuatu,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
575736037986578433,injured_or_dead_people,"RT @9NewsAUS: Emergency response teams from Australia are on their way to Vanuatu, where dozens are feared dead. http://t.co/kcAthEBiSb TC‰Û_",None,None,vanuatu,None,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
575736076087644160,other_useful_information,Vanuatu ‰_ RT Cyclone Pam Lashes Vanuatu with Category 4 Winds | The Weather Channel - The Weather Channel  http://t.co/trEGs05JnN,None,None,vanuatu,None,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
575736131817369601,other_useful_information,Aid agencies: Vanuatu conditions more challenging than Philippines typhoon http://t.co/G9WIl4qrHx,None,None,philippines,None,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
575736147046834176,infrastructure_and_utilities_damage,RT @jondonnisonbbc: 2 year old Michael in his village now destroyed.  Village chief tells me desperately need water. vanuatu http://t.co/S‰Û_,None,None,vanuatu,None,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
575736273350098944,not_related_or_irrelevant,RT @tiffys1983: @VampLovinSookie @FaithNorthman13 @VikingVampEric with you two... I'm sure he'd be ok... Throw Pam in the mix too (winks),None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
575736292618563584,other_useful_information,Cyclone Pam: solutions to the human cost of climateåÊchange http://t.co/mOkdLWNRSj,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575736345332600832,not_related_or_irrelevant,"@pami42 he he, how's it going, Pam?",None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
575736452413136897,donation_needs_or_offers_or_volunteering_services,RT @SamaritansPurse: Help victims of CyclonePam in Vanuatu now: http://t.co/blGZCDtKCN,None,None,vanuatu,None,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
