TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds
508332173532073985,Sat Sep 06 19:13:29 +0000 2014,996,1125,True,9867,3012,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,5
508332198714294272,Sat Sep 06 19:13:35 +0000 2014,52,2,True,254836,2383,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,11
508332247867355136,Sat Sep 06 19:13:46 +0000 2014,279,212,True,3155,1457,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,22
508332247900901376,Sat Sep 06 19:13:46 +0000 2014,15,84,False,233,1413,0,1,1,False,sympathy_and_emotional_support,5,0,MobileApp,True,22
508332273280622592,Sat Sep 06 19:13:52 +0000 2014,72,7,False,79341,1604,0,0,2,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,28
508332276032487426,Sat Sep 06 19:13:53 +0000 2014,71,35,False,581,1893,0,2,0,False,sympathy_and_emotional_support,0,1,TweetDeck,False,29
508332291190689792,Sat Sep 06 19:13:57 +0000 2014,1415,487,True,17344,2105,1,1,1,False,donation_needs_or_offers_or_volunteering_services,0,1,Client Web,False,33
508332371192467456,Sat Sep 06 19:14:16 +0000 2014,1093,235,False,38992,1803,2,0,1,False,sympathy_and_emotional_support,0,0,Twitterfeed,False,52
508332439756754944,Sat Sep 06 19:14:32 +0000 2014,155,597,False,4326,3579,4,1,0,False,donation_needs_or_offers_or_volunteering_services,105,0,MobileApp,True,68
508332506349711360,Sat Sep 06 19:14:48 +0000 2014,10083,5216,False,130211,3344,1,1,0,False,donation_needs_or_offers_or_volunteering_services,1,0,Client Web,True,84
508332510950862848,Sat Sep 06 19:14:49 +0000 2014,419,144,True,4865,3036,2,0,0,False,sympathy_and_emotional_support,1,0,Client Web,False,85
508332534464118784,Sat Sep 06 19:14:55 +0000 2014,7092,188,False,203896,3351,0,2,1,False,donation_needs_or_offers_or_volunteering_services,28,0,MobileApp,True,91
508332572091613184,Sat Sep 06 19:15:04 +0000 2014,894,2539,True,15648,3199,0,1,0,False,sympathy_and_emotional_support,7,0,Tablet,True,100
508332572988813312,Sat Sep 06 19:15:04 +0000 2014,10411,305,True,207942,3279,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,100
508332632908652544,Sat Sep 06 19:15:18 +0000 2014,286,466,True,10535,2930,0,1,0,False,donation_needs_or_offers_or_volunteering_services,121,0,MobileApp,True,114
508332642014478336,Sat Sep 06 19:15:20 +0000 2014,58,127,True,5693,2998,0,1,0,False,donation_needs_or_offers_or_volunteering_services,38,0,MobileApp,True,116
508332659085303808,Sat Sep 06 19:15:24 +0000 2014,54,329,True,633,2436,0,1,1,False,sympathy_and_emotional_support,0,0,Developer,False,120
508332660662337536,Sat Sep 06 19:15:25 +0000 2014,52,2,True,254836,2383,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,121
508332686763515905,Sat Sep 06 19:15:31 +0000 2014,66,907,False,276,2549,0,1,1,False,donation_needs_or_offers_or_volunteering_services,1,0,Tablet,True,127
508332811359485953,Sat Sep 06 19:16:01 +0000 2014,15,84,False,233,1413,0,1,1,False,donation_needs_or_offers_or_volunteering_services,35,0,MobileApp,True,157
508332890338238465,Sat Sep 06 19:16:20 +0000 2014,474,521,True,45570,3006,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,176
508332997246844928,Sat Sep 06 19:16:45 +0000 2014,540,3187,False,27205,3003,0,0,0,False,not_related_or_irrelevant,0,0,MobileApp,False,201
508333038892097536,Sat Sep 06 19:16:55 +0000 2014,313,825,True,4784,3340,0,1,0,False,donation_needs_or_offers_or_volunteering_services,66,0,MobileApp,True,211
508333071213400065,Sat Sep 06 19:17:03 +0000 2014,1799,130,True,15463,2521,0,1,0,False,donation_needs_or_offers_or_volunteering_services,47,0,MobileApp,True,219
