TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds
575736273350098944,Wed Mar 11 19:13:18 +0000 2015,1816,391,True,258411,2452,0,1,0,False,not_related_or_irrelevant,2,0,MobileApp,True,56
575736345332600832,Wed Mar 11 19:13:36 +0000 2015,836,630,True,10881,1211,1,2,1,False,not_related_or_irrelevant,22,0,MobileApp,True,74
575736452413136897,Wed Mar 11 19:14:01 +0000 2015,1057,104,False,4378,3389,0,0,1,False,donation_needs_or_offers_or_volunteering_services,1,0,Twitterfeed,False,99
575736623708532736,Wed Mar 11 19:14:42 +0000 2015,88249,2177,True,33743,2641,4,0,0,True,donation_needs_or_offers_or_volunteering_services,3,3,Client Web,False,140
575736643191246848,Wed Mar 11 19:14:47 +0000 2015,597,684,False,97273,3032,1,0,1,False,not_related_or_irrelevant,0,0,OtherSite,False,145
575736838293426176,Wed Mar 11 19:15:33 +0000 2015,28281,180,True,1142591,1898,1,0,1,False,not_related_or_irrelevant,0,0,OtherSite,False,191
575737015599259648,Wed Mar 11 19:16:15 +0000 2015,720,231,False,91884,3326,1,3,1,False,donation_needs_or_offers_or_volunteering_services,7,0,MobileApp,True,233
575737189646090240,Wed Mar 11 19:16:57 +0000 2015,289,726,True,5515,1386,4,1,0,False,not_related_or_irrelevant,3,0,MobileApp,True,275
575737350430420992,Wed Mar 11 19:17:35 +0000 2015,98,225,False,971,1700,1,3,1,False,not_related_or_irrelevant,7,0,MobileApp,True,313
575737382969962496,Wed Mar 11 19:17:43 +0000 2015,3727,183,False,88282,2004,0,1,1,False,sympathy_and_emotional_support,7,0,Client Web,True,321
575737616244543488,Wed Mar 11 19:18:39 +0000 2015,26,2,False,1673,1460,0,0,1,False,not_related_or_irrelevant,0,0,Facebook,False,377
575737656388251649,Wed Mar 11 19:18:48 +0000 2015,757,1575,True,92841,1981,1,0,1,False,not_related_or_irrelevant,0,0,OtherSite,False,386
575737691179868160,Wed Mar 11 19:18:56 +0000 2015,1719,952,False,557455,1346,3,0,1,False,sympathy_and_emotional_support,0,0,Twitterfeed,False,394
575737826702135297,Wed Mar 11 19:19:29 +0000 2015,70,137,True,11504,2078,4,1,0,False,donation_needs_or_offers_or_volunteering_services,3,0,MobileApp,True,427
575737842325929984,Wed Mar 11 19:19:32 +0000 2015,149,357,True,4892,1218,5,1,1,False,donation_needs_or_offers_or_volunteering_services,13,0,MobileApp,True,430
575737866698911745,Wed Mar 11 19:19:38 +0000 2015,354,690,True,24509,1381,0,1,1,False,donation_needs_or_offers_or_volunteering_services,6,0,MobileApp,True,436
575737885971742720,Wed Mar 11 19:19:43 +0000 2015,414,12,False,42930,1786,1,1,0,False,not_related_or_irrelevant,6,0,Client Web,True,441
575737898231693313,Wed Mar 11 19:19:46 +0000 2015,3986,4143,True,25468,3711,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,444
575737966582108161,Wed Mar 11 19:20:02 +0000 2015,299,510,True,1166,2533,1,3,1,False,not_related_or_irrelevant,8,0,Client Web,True,460
575738025180725248,Wed Mar 11 19:20:16 +0000 2015,400,1697,True,3561,2993,1,3,1,False,donation_needs_or_offers_or_volunteering_services,7,0,MobileApp,True,474
575738277786951681,Wed Mar 11 19:21:16 +0000 2015,9021,3993,True,38544,3130,0,0,1,True,not_related_or_irrelevant,6,0,Client Web,False,534
575738314856120320,Wed Mar 11 19:21:25 +0000 2015,3318,2077,True,336348,2094,3,1,1,False,donation_needs_or_offers_or_volunteering_services,61,0,Client Web,True,543
