TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
591902695562170368,other_useful_information,RT @PTI_News: Govt asks media houses to exercise restraint while speculating about possible aftershocks after the devastating quake in Nepa‰Û_,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
591902695822331904,infrastructure_and_utilities_damage,"money news top b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8",None,None,nepal,None,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
591902695943843840,injured_or_dead_people,RT @ABCNews24: NepalEarthquake update: The Indian Army says 18 bodies have been found on MountEverest after an avalanche buried part of ‰Û_,mounteverest,None,None,None,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
591902696371724288,missing_trapped_or_found_people,RT @cnni: CNN obtains powerful images of baby rescued at least 22 hours after NepalEarthquake hit: http://t.co/bITZgWrwVX http://t.co/7xkY‰Û_,None,None,None,None,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
591902696375877632,sympathy_and_emotional_support,My thoughts and prayers to everyone in Nepal... http://t.co/X71NzSFThH,None,None,nepal,None,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
591902696895950848,sympathy_and_emotional_support,RT @john: Prayers For Nepal http://t.co/tVwARmkdTG,None,None,nepal,None,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
591902696925364224,not_related_or_irrelevant,RT @cbanks420lol: These Baltimore niggers should move to Nepal.,None,None,nepal,baltimore,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
591902697248333825,infrastructure_and_utilities_damage,"RT @BBCWorld: Our reports show NepalEarthquake destruction, including epicentre http://t.co/mRMDDaIE4G &amp; http://t.co/PC6eTO27Wh http://t.c‰Û_",None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591902697395064832,other_useful_information,@sweetasingh LIVE from Airport Kathmandu 19:03hrs in conversation with AOK in Studios http://t.co/r9dGNR8kBl,kathmandu,None,None,None,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
591902697478967296,donation_needs_or_offers_or_volunteering_services,RT @WayneRooney: Please support @Unicef_UK helping children in danger from earthquake in Nepal - http://t.co/56I1VKXUsA PLS RT,None,None,nepal,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
591902697487405056,displaced_people_and_evacuations,RT @ndtv: Thousands flee Kathmandu as India steps up relief efforts in Nepal: 10 developments http://t.co/2PSUwTRqv5 http://t.co/0yVpcvhjED,kathmandu,None,nepal,None,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
591902697705623553,displaced_people_and_evacuations,"RT @SpokespersonMoD: NepalEarthquake A C-17 Globemaster III aircraft with about 285 passengers on board is scheduled to arrive at Palam, D‰Û_",palam,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
