TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
508332154271461376,Sat Sep 06 19:13:24 +0000 2014,2560,960,True,2554,2777,0,1,1,False,injured_or_dead_people,1,0,Client Web,True,0,"RT @Endtimesnews: Raging Floods Kill Over 440 in Pakistan, India - ABC News http://t.co/mhEu6gpg1U via @ABC",None,None,india,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508332173532073985,Sat Sep 06 19:13:29 +0000 2014,996,1125,True,9867,3012,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,5,RT @Joydas: Please use Kashmir Flood hashtag only if u need help or offering help so that agencies can track. Keep it free from ur politicaâ€¦,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
508332177608568832,Sat Sep 06 19:13:30 +0000 2014,3922,1699,False,75128,3754,0,1,0,False,other_useful_information,0,0,Client Web,False,6,Jammu and Kashmir Floods: Yasin Malik Creates Hurdles In Indian Armyâ€™s Relief â€¦ â€“ http://t.co/18xkPUmKaeÂ TopNews http://t.co/1ky91jbIT4,kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
508332184613027840,Sat Sep 06 19:13:31 +0000 2014,10,50,False,923,1442,0,0,1,False,injured_or_dead_people,0,0,Facebook,False,7,"Pakistan Flood Sinks Boat Carrying Wedding Party: Boat carrying wedding party sinks in Pakistan flood, killing 18 http://t.co/3iA8InjT3p",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508332198714294272,Sat Sep 06 19:13:35 +0000 2014,52,2,True,254836,2383,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,11,RT @timesofindia: J&amp;K floods: Helpline numbers http://t.co/OG4GWlqMgs Do RT.  KashmirFloods http://t.co/eOq4oJrFE5,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332211821490176,Sat Sep 06 19:13:38 +0000 2014,127,612,True,8189,1769,0,2,0,False,caution_and_advice,19,0,MobileApp,True,14,"RT @ahsan_jehangir: Heavy rainfall and floods India PakistanFloods, leading to some of the worst flooding in decades. http://t.co/CO2sY6Mâ€¦",None,None,india,None,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
508332237591293952,Sat Sep 06 19:13:44 +0000 2014,8929,7392,True,90710,1744,0,0,0,False,other_useful_information,0,0,MobileWeb,False,20,RT @abpnewstv: Hafiz Saeed blames 'water terrorism' by India for Kashmir floods http://t.co/IBcQaAEvlG,kashmir,None,india,None,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
508332247867355136,Sat Sep 06 19:13:46 +0000 2014,279,212,True,3155,1457,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,22,United Nations Authority: Flood Rescue Operations In Kashmir (India) http://t.co/CQT4JPvYjV,kashmir,None,india,None,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
508332247900901376,Sat Sep 06 19:13:46 +0000 2014,15,84,False,233,1413,0,1,1,False,sympathy_and_emotional_support,5,0,MobileApp,True,22,flood affected people of jammu and kashmir and relatives of those people can use this http://t.co/cSELRTXTlV,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332262317113345,Sat Sep 06 19:13:50 +0000 2014,840,522,True,23959,1772,0,1,0,False,injured_or_dead_people,61,0,MobileApp,True,26,"They are not organized like Kashmir. 28 dead in landslides, floods in northeast India  http://t.co/QcfmZA7Slb",kashmir,None,india,None,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508332273280622592,Sat Sep 06 19:13:52 +0000 2014,72,7,False,79341,1604,0,0,2,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,28,RT @ArvindKejriwal: All AAP MLAs to donate Rs 20 lakh each for Kashmir flood relief from their MLA funds.,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
508332276032487426,Sat Sep 06 19:13:53 +0000 2014,71,35,False,581,1893,0,2,0,False,sympathy_and_emotional_support,0,1,TweetDeck,False,29,Embrace of Social Media Aids Flood Victims in Kashmir http://t.co/tuTlhgevqo,kashmir,None,None,None,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
508332291190689792,Sat Sep 06 19:13:57 +0000 2014,1415,487,True,17344,2105,1,1,1,False,donation_needs_or_offers_or_volunteering_services,0,1,Client Web,False,33,RT @OfficialMqm: MQM charity wing KKF Lahore have setup flood relief camps in all over Punjab http://t.co/CaHi83jUyN,punjab,None,None,None,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
508332314561376256,Sat Sep 06 19:14:02 +0000 2014,2174,1274,True,77220,3308,1,1,0,False,caution_and_advice,1,0,MobileApp,True,38,RT @OfficialMqm: Altaf Hussain: I urge the current Government of Pakistan to do something for the flood victims. AltafHussainDay Pakistanâ€¦,None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
508332338988601344,Sat Sep 06 19:14:08 +0000 2014,23,38,False,22,2308,0,0,1,False,injured_or_dead_people,0,0,Developer,False,44,RT @JamilaHanan: Bodies floating in streets whilst India scales back operations due to a few stones!!! KashmirFloods http://t.co/zR1X7FDKâ€¦,None,None,india,None,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
508332340817719296,Sat Sep 06 19:14:09 +0000 2014,409,815,True,3869,1627,0,0,0,False,other_useful_information,0,0,MobileApp,False,45,"Kashmir Floods: Officials Provided With Satellite Phones, Communication Sets http://t.co/dyJkKj0sSo",kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332342176677888,Sat Sep 06 19:14:09 +0000 2014,1621,7,False,243201,1677,0,0,1,False,injured_or_dead_people,0,0,OtherSite,False,45,(Yeremiito21) Flood Waters Submerge Parts of Kashmir; 120 Dead: Flood waters submerge large sw... http://t.co/YauG2D1rT3 (Yeremiito21),kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
508332342717325312,Sat Sep 06 19:14:09 +0000 2014,35,145,False,163,2096,1,1,0,False,injured_or_dead_people,69,0,MobileApp,True,45,"Monsoon Floods Kill Nearly 300 In India, Pakistan http://t.co/lgoVlsBD4i",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508332350187397120,Sat Sep 06 19:14:11 +0000 2014,140,0,False,140807,1917,0,0,0,False,injured_or_dead_people,0,0,OtherSite,False,47,Floods kill hundreds in Pakistan and Kashmir http://t.co/OhN9jAG5EX [Sale http://t.co/pAwiBsEQ5m ] news,kashmir,None,pakistan,None,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332364867829760,Sat Sep 06 19:14:14 +0000 2014,1975,1860,True,29738,2883,1,0,0,False,other_useful_information,1,0,MobileApp,False,50,RT @IndiaToday: In pics: Kashmir faces worst flooding in more than five decades http://t.co/aozBEueAei http://t.co/Ysu1g2E1E5,kashmir,None,None,None,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
508332370202591232,Sat Sep 06 19:14:16 +0000 2014,445,153,False,1161,2957,1,0,0,True,other_useful_information,2,0,MobileApp,False,52,"RT @RanaAyyub: "" Aren't you f***ing grateful for the help â€” that is how it sounds."" writes @basharat_peer on the KashmirFloods http://t.coâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
508332371192467456,Sat Sep 06 19:14:16 +0000 2014,1093,235,False,38992,1803,2,0,1,False,sympathy_and_emotional_support,0,0,Twitterfeed,False,52,kashmir floods on a news channel..i think i hv tears in my eyes,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332372069064704,Sat Sep 06 19:14:16 +0000 2014,1093,235,False,38992,1803,2,0,1,False,missing_trapped_or_found_people,0,0,Twitterfeed,False,52,Floods trap thousands in Pakistan http://t.co/9kAZkEcdl9,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332375772647424,Sat Sep 06 19:14:17 +0000 2014,374,129,False,11080,2823,0,1,0,False,other_useful_information,3,0,MobileApp,True,53,Kashmir Floods: PM Modi Holds Emergency Meeting as Lakhs Still Await Help: With more than five lakh people sti... http://t.co/2zMSBlWx7R,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
508332384572694528,Sat Sep 06 19:14:19 +0000 2014,219,37,False,300171,1476,0,0,0,False,other_useful_information,0,0,OtherSite,False,55,RT @KlasraRauf: 48 MNA&amp;100 MPAs come 4m South Punjab but not a MP spoke about massive miseries of poor trapped in flood.They have sold theiâ€¦,punjab,None,None,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
508332396911923202,Sat Sep 06 19:14:22 +0000 2014,1160,1785,False,399219,2326,0,0,1,False,missing_trapped_or_found_people,0,0,OtherSite,False,58,Kashmir floods: Stranded Andhra students brought to Delhi: The NIT Srinagar is situated nearâ€¦ http://t.co/3temloPmxB,kashmir,None,None,srinagar,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
508332409847549953,Sat Sep 06 19:14:25 +0000 2014,694,246,True,44180,1907,0,0,0,False,other_useful_information,0,0,Client Web,False,61,RT @Shaistajafri: Devastation caused by floods should also serve as a reminder to Pakistan to have a functional Local Government Systeâ€¦,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
508332422765613056,Sat Sep 06 19:14:28 +0000 2014,512,465,True,11877,1458,2,1,0,False,other_useful_information,184,0,MobileApp,True,64,"RT @scroll_in: By harping on army's role in Kashmir floods, media is trying to whitewash decades of abuse http://t.co/EH1xzp86pJ",kashmir,None,None,None,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
508332439756754944,Sat Sep 06 19:14:32 +0000 2014,155,597,False,4326,3579,4,1,0,False,donation_needs_or_offers_or_volunteering_services,105,0,MobileApp,True,68,RT @OfficialMqm: KKF distributing relief goods among victims of flood in different districts of Punjab http://t.co/TbyIEw8AgQ MQM http:/â€¦,punjab,None,None,None,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
508332477140590592,Sat Sep 06 19:14:41 +0000 2014,462,523,False,118000,2705,0,0,0,False,displaced_people_and_evacuations,0,0,MobileApp,False,77,RT @SAMAATV: PakistanFloods affect more than one million  http://t.co/OzlQ6TKSgU http://t.co/V67Rep6FdZ,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
