TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds
508332154271461376,Sat Sep 06 19:13:24 +0000 2014,2560,960,True,2554,2777,0,1,1,False,injured_or_dead_people,1,0,Client Web,True,0
508332173532073985,Sat Sep 06 19:13:29 +0000 2014,996,1125,True,9867,3012,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,5
508332177608568832,Sat Sep 06 19:13:30 +0000 2014,3922,1699,False,75128,3754,0,1,0,False,other_useful_information,0,0,Client Web,False,6
508332184613027840,Sat Sep 06 19:13:31 +0000 2014,10,50,False,923,1442,0,0,1,False,injured_or_dead_people,0,0,Facebook,False,7
508332198714294272,Sat Sep 06 19:13:35 +0000 2014,52,2,True,254836,2383,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,11
508332211821490176,Sat Sep 06 19:13:38 +0000 2014,127,612,True,8189,1769,0,2,0,False,caution_and_advice,19,0,MobileApp,True,14
508332237591293952,Sat Sep 06 19:13:44 +0000 2014,8929,7392,True,90710,1744,0,0,0,False,other_useful_information,0,0,MobileWeb,False,20
508332247867355136,Sat Sep 06 19:13:46 +0000 2014,279,212,True,3155,1457,0,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,22
508332247900901376,Sat Sep 06 19:13:46 +0000 2014,15,84,False,233,1413,0,1,1,False,sympathy_and_emotional_support,5,0,MobileApp,True,22
508332262317113345,Sat Sep 06 19:13:50 +0000 2014,840,522,True,23959,1772,0,1,0,False,injured_or_dead_people,61,0,MobileApp,True,26
508332273280622592,Sat Sep 06 19:13:52 +0000 2014,72,7,False,79341,1604,0,0,2,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,28
508332276032487426,Sat Sep 06 19:13:53 +0000 2014,71,35,False,581,1893,0,2,0,False,sympathy_and_emotional_support,0,1,TweetDeck,False,29
508332291190689792,Sat Sep 06 19:13:57 +0000 2014,1415,487,True,17344,2105,1,1,1,False,donation_needs_or_offers_or_volunteering_services,0,1,Client Web,False,33
508332314561376256,Sat Sep 06 19:14:02 +0000 2014,2174,1274,True,77220,3308,1,1,0,False,caution_and_advice,1,0,MobileApp,True,38
