TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds
511423208801984512,Mon Sep 15 07:56:09 +0000 2014,47352,11,False,313471,1661,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,26
511423376682803200,Mon Sep 15 07:56:49 +0000 2014,455,251,True,142254,3250,0,1,1,False,sympathy_and_emotional_support,137,0,MobileApp,True,66
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2386,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,OtherSite,True,93
511423665406095360,Mon Sep 15 07:57:58 +0000 2014,912,816,False,1178,1781,1,2,1,False,sympathy_and_emotional_support,454,0,Client Web,True,135
511423869165387777,Mon Sep 15 07:58:46 +0000 2014,455,251,True,142254,3250,1,2,1,False,sympathy_and_emotional_support,613,0,MobileApp,True,183
511424000560336896,Mon Sep 15 07:59:18 +0000 2014,553,168,True,93528,2296,0,1,1,False,sympathy_and_emotional_support,137,0,MobileApp,True,215
511424072732127232,Mon Sep 15 07:59:35 +0000 2014,399,1939,False,5790,3002,1,1,0,False,not_related_or_irrelevant,342,0,Client Web,True,232
511424101517230081,Mon Sep 15 07:59:42 +0000 2014,479,195,False,3179,1855,3,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,False,239
511424187962261504,Mon Sep 15 08:00:02 +0000 2014,1308,18,False,1026994,2692,0,0,1,False,sympathy_and_emotional_support,0,0,OtherSite,False,259
511424204215177216,Mon Sep 15 08:00:06 +0000 2014,259,89,True,24666,2310,0,1,0,False,sympathy_and_emotional_support,72,0,Client Web,True,263
511424324528390144,Mon Sep 15 08:00:35 +0000 2014,3867,167,True,91694,2052,0,1,1,False,sympathy_and_emotional_support,17,0,OtherSite,True,292
511424449099206656,Mon Sep 15 08:01:05 +0000 2014,27594,2954,True,15149,3340,0,1,1,False,donation_needs_or_offers_or_volunteering_services,27,0,MobileApp,True,322
511424465604186112,Mon Sep 15 08:01:09 +0000 2014,31,0,False,39478,2259,0,0,1,False,not_related_or_irrelevant,0,0,OtherSite,False,326
511424602010963968,Mon Sep 15 08:01:41 +0000 2014,552,348,True,53636,1540,1,1,1,False,sympathy_and_emotional_support,4,0,MobileApp,True,358
511424687499259904,Mon Sep 15 08:02:01 +0000 2014,349,1176,True,29830,3252,0,1,1,False,not_related_or_irrelevant,27,0,Client Web,True,378
511424800037027840,Mon Sep 15 08:02:28 +0000 2014,7313,2614,True,3197,2267,2,0,0,False,sympathy_and_emotional_support,7,5,Client Web,False,405
511424949463318528,Mon Sep 15 08:03:04 +0000 2014,240,141,False,263115,3385,0,0,1,False,sympathy_and_emotional_support,0,0,OtherSite,False,441
511424972783616000,Mon Sep 15 08:03:10 +0000 2014,34,325,True,626,2965,1,1,0,False,sympathy_and_emotional_support,7,0,MobileApp,True,447
511425025530789890,Mon Sep 15 08:03:22 +0000 2014,284,233,True,29423,3298,1,2,0,False,sympathy_and_emotional_support,45,0,MobileApp,True,459
511425084633120768,Mon Sep 15 08:03:36 +0000 2014,411,931,True,9719,3394,1,0,0,False,not_related_or_irrelevant,0,0,MobileApp,False,473
511425138269908992,Mon Sep 15 08:03:49 +0000 2014,28,89,True,1807,2427,4,1,1,False,not_related_or_irrelevant,6,0,MobileApp,True,486
511425158234767361,Mon Sep 15 08:03:54 +0000 2014,3979,3541,True,12461,1354,4,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,False,491
511425234390765569,Mon Sep 15 08:04:12 +0000 2014,750,1656,False,47851,3141,0,1,1,False,donation_needs_or_offers_or_volunteering_services,27,0,Client Web,True,509
511425369397035008,Mon Sep 15 08:04:44 +0000 2014,222,422,True,3181,2660,1,2,1,False,sympathy_and_emotional_support,454,0,MobileApp,True,541
511425495830106113,Mon Sep 15 08:05:14 +0000 2014,407,1006,True,13615,3258,1,1,0,False,donation_needs_or_offers_or_volunteering_services,77,0,MobileApp,True,571
511426142310768640,Mon Sep 15 08:07:48 +0000 2014,128,198,False,264,2569,1,1,0,False,donation_needs_or_offers_or_volunteering_services,7,0,Client Web,True,725
511426275484106752,Mon Sep 15 08:08:20 +0000 2014,268,980,False,15718,2106,1,1,0,False,donation_needs_or_offers_or_volunteering_services,77,0,MobileApp,True,757
511426413807677440,Mon Sep 15 08:08:53 +0000 2014,129,44,False,299589,1575,0,0,1,False,not_related_or_irrelevant,0,0,OtherSite,False,790
