TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,DeltaSeconds,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
511423101150953472,Mon Sep 15 07:55:43 +0000 2014,1239,214,False,302666,1695,0,2,1,False,infrastructure_and_utilities_damage,1,0,OtherSite,True,0,RT @TLW3: Hurricane Odile Damages Update: Mexico's Cabo San Lucas &amp; Baja Peninsula 'Demolished': Power... http://t.co/tQ9OrKXOvF climate â€¦,peninsula,None,mexico,baja,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False
511423131605430272,Mon Sep 15 07:55:51 +0000 2014,106,0,False,87319,2076,0,0,1,False,injured_or_dead_people,0,0,OtherSite,False,8,"Coachella, keep it safe, remnants arriving soon MT ""@SRE_mx: No deaths or serious injuries of international tourists. Odileâ€ @MyDesert",None,mt,None,None,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
511423208801984512,Mon Sep 15 07:56:09 +0000 2014,47352,11,False,313471,1661,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,False,26,LET'S HELP REBUILD BCS DEVASTATED BY HURRICANE ODILE  Hurricane Odile damaged Los Cabos. It left many people with... http://t.co/NP048l9tgk,cabos,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
511423209158504448,Mon Sep 15 07:56:09 +0000 2014,1897,2580,False,41365,2244,2,3,0,False,infrastructure_and_utilities_damage,106,0,MobileApp,True,26,"""In the wake of Hurricane Odileâ€™s destruction to Mexicoâ€™s Baja Peninsula, Sammy Hagar...made the difficult... http://t.co/HPTadzH9V0",peninsula,None,None,baja,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
511423217379332096,Mon Sep 15 07:56:11 +0000 2014,1556,497,True,117767,3377,1,1,0,False,displaced_people_and_evacuations,342,0,Client Web,True,28,"News Residents, Tourists to Shelters as Hurricane Makes Landfall http://t.co/ysWIEIwSXB",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
511423221329969152,Mon Sep 15 07:56:12 +0000 2014,3,0,False,1949,1884,0,0,1,False,infrastructure_and_utilities_damage,0,0,Developer,False,29,RT @discobayca: Any more pics of Playa grande damage? odile HurricaneODILE Cabo cabosanlucas,playa,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511423221363507200,Mon Sep 15 07:56:12 +0000 2014,165,701,False,9501,1418,1,0,2,False,displaced_people_and_evacuations,0,0,OtherSite,False,29,"Weakening Odile pushes up Mexico's Baja California: About 30,000 tourists are in temporary shelters. Â Â Â Â Â Â Â Â  http://t.co/cLHOUdGI94 Kabari",None,california,mexico,baja,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
511423241173630976,Mon Sep 15 07:56:17 +0000 2014,45,138,False,22490,1507,0,1,1,False,infrastructure_and_utilities_damage,113,0,Client Web,True,34,RT @weatherchannel: Damage reports are now coming in from Baja Calif. in the wake of Hurricane Odile. Live blog: http://t.co/UZZpbKbWeV,None,calif.,None,baja,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
511423349470154752,Mon Sep 15 07:56:42 +0000 2014,13,38,False,306,1581,1,0,0,False,other_useful_information,0,0,MobileApp,False,59,"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/XBqealzotE seo internetmarketing",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
511423376682803200,Mon Sep 15 07:56:49 +0000 2014,455,251,True,142254,3250,0,1,1,False,sympathy_and_emotional_support,137,0,MobileApp,True,66,RT @CabosNews: Prayers for my friends in Cabo!  odile hurricane prayers loscabos  cabosanlucas Beach mexico by ricostravel http://t.â€¦,beach,None,mexico,None,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
511423422161620992,Mon Sep 15 07:57:00 +0000 2014,1196,1063,False,12609,3192,0,0,1,False,infrastructure_and_utilities_damage,0,0,Twitterfeed,False,77,airport in cabo - total mess. category 5 hurricane. saying more damage than Katrina. people areâ€¦ http://t.co/dyxbiXNsaA,None,None,None,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
511423426318180353,Mon Sep 15 07:57:01 +0000 2014,1253,1769,True,10442,2569,3,0,1,False,caution_and_advice,0,0,Developer,False,78,"RT @RedCross: To check on loved ones in Baja impacted by Odile, contact State Departmentâ€™s Overseas Citizen Services at 1-888-407-4747",None,None,None,baja,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2386,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,OtherSite,True,93,RT @HyattDFWAirport: Help us Raise funds 4 those affected by Hurricane Odile. https://t.co/3gEXY92gCK,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2386,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,OtherSite,True,93,RT @HyattDFWAirport: Help us Raise funds 4 those affected by Hurricane Odile. https://t.co/3gEXY92gCK,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2386,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,OtherSite,True,93,RT @HyattDFWAirport: Help us Raise funds 4 those affected by Hurricane Odile. https://t.co/3gEXY92gCK,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
511423491883933696,Mon Sep 15 07:57:16 +0000 2014,1208,1663,False,29685,2386,0,1,0,False,donation_needs_or_offers_or_volunteering_services,100,0,OtherSite,True,93,RT @HyattDFWAirport: Help us Raise funds 4 those affected by Hurricane Odile. https://t.co/3gEXY92gCK,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
511423528734691328,Mon Sep 15 07:57:25 +0000 2014,76,24,False,1907,1372,2,0,1,False,infrastructure_and_utilities_damage,3,3,Developer,False,102,RT @CabosNews: Destruction. hurricaneodile cabo loscabos cabosanlucas odile odileaftermath mexico hurricane prayforcabo... http://â€¦,None,None,mexico,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
511423573659893760,Mon Sep 15 07:57:36 +0000 2014,553,168,True,93528,2296,1,2,1,False,infrastructure_and_utilities_damage,613,0,MobileApp,True,113,"damage at Cabo San Lucas, Hurricane Odile - photos courtesy of @Aldolr  http://t.co/25nPUE54bgâ€WOW! Just got married there!!",None,None,None,lucas,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
511423626399473664,Mon Sep 15 07:57:49 +0000 2014,35,55,False,172,1363,1,2,1,False,other_useful_information,613,0,MobileApp,True,126,"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore ov... http://t.co/E5MLYSB2Ji amman jordan",None,None,jordan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
511423646661754880,Mon Sep 15 07:57:53 +0000 2014,1930,1550,False,67146,1513,0,0,1,False,displaced_people_and_evacuations,0,0,Twitterfeed,False,130,Kudos - @VirginAmerica Aided the Post-Hurricane Evacuation from CaboSanLucas   http://t.co/5XAJKRFoLD  airlines givingback,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511423665406095360,Mon Sep 15 07:57:58 +0000 2014,912,816,False,1178,1781,1,2,1,False,sympathy_and_emotional_support,454,0,Client Web,True,135,RT @sammyhagar: heavy heart having to cancel the bdaybash.  prayers&amp;best wishes to our Cabo Wabo family&amp; all affected HurricaneODILE http:â€¦,None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
511423775246942208,Mon Sep 15 07:58:24 +0000 2014,1556,497,True,117767,3377,1,1,0,False,displaced_people_and_evacuations,77,0,Client Web,True,161,RT @GMA: Tourists in Cabo were forced to evacuate or take shelter as Hurricane Odile made landfall: http://t.co/osKEZB13oe http://t.co/JOEUâ€¦,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
