TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,nRetweets,nLikes,Source,isRetweet,Text,InfoSource,InfoType,Informativeness,DeltaSeconds,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
347686624563429378,Thu Jun 20 12:05:25 +0000 2013,205,248,False,18272,3356,1,1,0,False,46,0,MobileApp,True,"RT @CBCAlerts: Canmore, Alta. declares state of emergency due to flooding  - with some residents being moved to community centre #Alberta",Media,Affected individuals,Related and informative,0,None,None,None,None,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347766337344503808,Thu Jun 20 17:22:10 +0000 2013,5040,3470,True,58670,3355,3,1,0,False,51,0,Client Web,True,"RT @GlobalCalgary: If you are in #Canmore and need help, an emergency line has been set up. Pls call 403-678-1551. #abstorm #abflood",Media,Caution and advice,Related and informative,19005,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347783236191129600,Thu Jun 20 18:29:19 +0000 2013,57,158,True,3481,3379,0,1,0,False,23,0,Client Web,True,"RT @GlobalCalgary: GALLERY: Incredible photos of flooding around southern Alberta, inc. Canmore, Bragg Creek, Chain Lakes: http://t.co/E79r…",Media,Not applicable,Related and informative,23034,None,None,None,None,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347793432514801665,Thu Jun 20 19:09:50 +0000 2013,224,1085,False,8817,2970,1,1,1,False,567,0,MobileApp,True,RT @nenshi: Major risk of flooding in Calgary. Follow directions here: http://t.co/7dLx8aZptf and stay tuned. Please RT widely. #YYC,Government,Caution and advice,Related and informative,25465,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347802211222433792,Thu Jun 20 19:44:43 +0000 2013,5455,5311,True,154309,2853,1,2,0,False,18,0,MobileApp,True,RT @BrockWHarrison: . @ElectDanielle and other volunteers now stranded inside High River General Hospital until water recedes. #abflood #ab…,NGOs,Affected individuals,Related and informative,27558,None,None,None,None,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
347804916514951168,Thu Jun 20 19:55:28 +0000 2013,10370,881,True,35277,2213,1,0,1,True,0,0,TweetDeck,False,Lots of #abflood updates on our liveblog http://t.co/tJK7Cx7yiR,Media,Other Useful Information,Related and informative,28203,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347808955663257600,Thu Jun 20 20:11:31 +0000 2013,1585,228,False,1990,2598,3,1,0,False,12,0,MobileApp,True,RT @aldjohnmar: Our first Emergency Shelter will be the Southland Leisure Centre. #yyc #yyccc #yycflood,NGOs,Infrastructure and utilities,Related and informative,29166,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
347812738900320256,Thu Jun 20 20:26:33 +0000 2013,112,58,False,3791,2312,4,0,1,False,0,0,OtherSite,False,'Move to high ground:' Rapid flooding forces evacuation of High River http://t.co/XFwGrt6lXm #yyc #Calgary #yycre #reincal,Media,Caution and advice,Related and informative,30068,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347815712670236672,Thu Jun 20 20:38:22 +0000 2013,1359,1813,True,21696,2900,0,1,0,False,16,0,Client Web,True,RT @News1130radio: Due to widespread flooding parts of Calgary are being evacuated.  Ppl are asked to find shelter and to be prepared for t…,Media,Caution and advice,Related and informative,30777,None,None,None,None,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
347819248455913473,Thu Jun 20 20:52:25 +0000 2013,9131,970,True,31997,2925,3,1,0,True,6,0,TweetDeck,False,"RT @TarzanDan: If you are in #Canmore &amp; need help, an emergency line has been set up. Please call 403-678-1551 #abstorm #abflood",NGOs,Caution and advice,Related and informative,31620,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347828509512724480,Thu Jun 20 21:29:13 +0000 2013,590,711,True,5511,3264,2,0,0,False,1,0,MobileApp,False,Calgary is now in a local state of emergency. Lots of evacuations and road closures. Stay safe!!  #yycflood #yyc,Eyewitness,Infrastructure and utilities,Related and informative,33828,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347831613293473793,Thu Jun 20 21:41:33 +0000 2013,354,453,False,19166,2949,0,2,0,False,0,0,MobileApp,False,“@Van_city_Nucks: All people evacuating the flooding in Alberta can just use Taylor Halls forehead as a life raft and get to safety”@RimSan_,Outsiders,Other Useful Information,Related and informative,34568,None,None,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347834360541614080,Thu Jun 20 21:52:28 +0000 2013,34,63,False,3411,2548,2,1,0,False,12,0,MobileApp,True,RT @GlobalCalgary: The town of #Sundre has declared a state of local emergency due to flooding along the Red Deer River. #abflood,Media,Caution and advice,Related and informative,35223,None,None,None,None,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347834796774400000,Thu Jun 20 21:54:12 +0000 2013,8470,2465,True,17391,3171,1,1,0,True,9,0,Client Web,True,RT @mikesbloggity: Water now flowing over the pathway to Prince's Island Park. #abflood http://t.co/7hT6o9QDyO,Eyewitness,Infrastructure and utilities,Related and informative,35327,None,None,None,None,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347835581105057792,Thu Jun 20 21:57:19 +0000 2013,535,1133,True,13933,3168,1,1,0,False,107,0,MobileApp,True,RT @cityofcalgary: Due to flooding a closure of the two eastbound lanes on Memorial Dr between 5A St and Centre St NW is planned. #yycflood,Government,Infrastructure and utilities,Related and informative,35514,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
347839322420019200,Thu Jun 20 22:12:11 +0000 2013,413,1174,False,57281,2360,0,1,0,False,50,0,MobileApp,True,RT @ChrisScottWx: RT @echo_bryanpass Motorists contend with cascading water over Highway 3 by Crowsnest Lake #abflood http://t.co/4oOJkshOC4,Media,Not applicable,Related and informative,36406,None,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347851469103431680,Thu Jun 20 23:00:27 +0000 2013,2252,977,True,13785,4014,1,1,1,False,0,0,UnofficialApps,False,Evac order only for affected areas or entire neighborhood (eg mission at 19 ave)?  @calgarypolice #yycflood map http://t.co/n6WhiwPzXD,Government,Caution and advice,Related and informative,39302,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347852572230553601,Thu Jun 20 23:04:50 +0000 2013,162741,535,False,117021,3390,1,1,1,True,3,0,TweetDeck,False,Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews,Media,Caution and advice,Related and informative,39565,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347866593793024000,Fri Jun 21 00:00:33 +0000 2013,230,193,True,7429,3354,2,1,0,False,137,0,MobileApp,True,"RT @CBCCalgary: City of Calgary expecting 75,000 to 100,000 people in #yyc will be forced from their homes because of flooding. #abflood",Media,Affected individuals,Related and informative,42908,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347868816765763584,Fri Jun 21 00:09:23 +0000 2013,609,1248,True,2258,2043,3,0,0,False,0,0,MobileApp,False,"At risk of drowning today, heavy rain all night. Thank goodness I live high up on a hill. Be safe yall. #abflood #yyc #yycflood",Eyewitness,Sympathy and support,Related - but not informative,43438,None,None,None,None,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
347872579039662080,Fri Jun 21 00:24:20 +0000 2013,2846,889,False,9110,3169,2,1,0,False,1,0,MobileApp,True,RT @yuppielove: emergency alert just came on the radio &amp; tv. Bowness &amp; Sunnyside on are on overland flooding alert. #yycflood #yyc,Eyewitness,Caution and advice,Related and informative,44335,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347873627632439296,Fri Jun 21 00:28:30 +0000 2013,1437,1807,False,28643,3340,2,2,0,False,74,0,MobileApp,True,RT @weathernetwork: Insane photo of flooded parkade in Discovery Ridge via @GlobalCalgary: http://t.co/xAjppUJU6Y. #yyc #abflood,Media,Infrastructure and utilities,Related and informative,44585,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347880648901537792,Fri Jun 21 00:56:25 +0000 2013,809,693,True,1076,3369,1,0,0,False,0,0,MobileApp,False,Shakespeare in the park. #abflood http://t.co/XW4Fn27tVy,Eyewitness,Other Useful Information,Related - but not informative,46260,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347881596789067778,Fri Jun 21 01:00:10 +0000 2013,2892,1716,True,4262,3816,2,2,1,False,1,0,MobileApp,True,RT @bpincott: @cityofcalgary: Maps of the Sunnyside and Bowness evacuations can be found here: http://t.co/qbFPVnl9vr #yycflood #yyccc,Government,Affected individuals,Related and informative,46485,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347884541186297856,Fri Jun 21 01:11:52 +0000 2013,490,1568,True,15017,3316,3,0,0,False,0,0,MobileApp,False,The pictures of the flood in Calgary and Southern Alberta is just so heartbreaking! #abflood #heartbreaking #staysafe,Outsiders,Sympathy and support,Related - but not informative,47187,None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
347887263289597953,Fri Jun 21 01:22:41 +0000 2013,1390,2374,True,5436,3060,1,1,0,False,0,0,UnofficialApps,False,RT @consumersos: Praying for the people in my hometown #Calgary tonight as waters rise. My high school St.Mary's in flood Zone too....,Outsiders,Sympathy and support,Related - but not informative,47836,None,None,None,None,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
347887946986295296,Fri Jun 21 01:25:24 +0000 2013,8236,534,True,12681,3285,1,1,0,False,118,0,MobileApp,True,RT @cityofcalgary: Due to rising water levels the lower deck of Centre Street bridge has been closed. Be careful #yycflood,Government,Infrastructure and utilities,Related and informative,47999,None,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347901205177044992,Fri Jun 21 02:18:05 +0000 2013,503,366,False,3420,2521,3,1,0,False,31,0,TweetDeck,True,RT @Crackmacs: Bowness Park. Not much left #yyc #yycflood #abflood http://t.co/aVvCmLIXh7,Eyewitness,Infrastructure and utilities,Related and informative,51160,None,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347901683310944256,Fri Jun 21 02:19:59 +0000 2013,2574,1009,True,11469,3414,2,2,0,True,2,0,Tweetbot,False,RT @CBCMeg: Our @CBCCalgary building is in evacuation zone. Staff leaving now. We still have reporters &amp; shooters across SAb &amp; #yyc #abflood,Media,Infrastructure and utilities,Related and informative,51274,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347903776277008384,Fri Jun 21 02:28:18 +0000 2013,70,141,False,773,2159,1,2,0,False,5,0,MobileApp,True,RT @katiessummers: @CalgaryPolice please keep us updated on when/if volunteers will be needed - I'd love to help in any way I can #abflood …,Government,Donations and volunteering,Related and informative,51773,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347904308957814784,Fri Jun 21 02:30:25 +0000 2013,408,363,False,84438,2659,3,1,0,False,10,0,Tweetbot,True,RT @tvchick13: City 8pm Update:  Roads in downtown core being closed.  Memorial Drive closed. #YYC #ABflood #flood,Media,Infrastructure and utilities,Related and informative,51900,None,None,None,None,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
347904782914174977,Fri Jun 21 02:32:18 +0000 2013,625,532,True,189510,3598,4,1,1,False,95,0,OtherSite,True,RT @weathernetwork: AHS has released a Boil Water Advisory for the Calgary Zone. http://t.co/r4cc0t8eMP  #yyc #yycflood #abstorm #abflood (…,Media,Caution and advice,Related and informative,52013,None,None,None,None,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
