TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,nRetweets,nLikes,Source,isRetweet,Text,InfoSource,InfoType,Informativeness,DeltaSeconds
211040709124440064,Fri Jun 08 10:23:20 +0000 2012,32,137,False,529,2184,14,0,1,False,0,0,Client Web,False,#Intern #US #TATTOO #Wisconsin #Ohio #NC #PA #Florida #Colorado #Iowa #Nevada #Virginia #NV #mlb Travel Destinations---&gt;http://t.co/TIHBJKF2,Not labeled,Not labeled,Not related,-123189
211111710294163457,Fri Jun 08 15:05:28 +0000 2012,13616,1291,True,33421,3251,3,2,0,False,2,0,UnofficialApps,True,RT @Jack4Ward: Get in on the fun every Thursday with the @csindependent #FunBrief http://ow.ly/br9Wi #CoSprings #Colorado,Not labeled,Not labeled,Not related,-106261
211157222699433985,Fri Jun 08 18:06:19 +0000 2012,1,2,False,422,2302,0,0,1,False,0,0,OtherSite,False,Welcome to our newest STUDENTathlete- Reagan Biechler from Colorado Springs (CO) ’13- Baseball. http://t.co/lzeiYMpq,Not labeled,Not labeled,Not related,-95410
211162553659830272,Fri Jun 08 18:27:30 +0000 2012,11647,830,False,7689,3474,2,0,1,True,0,0,TweetDeck,False,Denver Post: #Colorado governor signs bill creating rules for public access to ballots http://t.co/Hmp1wQ8P #opengov,Not labeled,Not labeled,Not related,-94139
211229146611843072,Fri Jun 08 22:52:07 +0000 2012,2560,577,True,3011,3304,6,0,1,False,0,0,Instagram,False,Flying over the beautiful snow capped #mountains of #colorado #livingsocial #iphonesia #hdr #instagood  http://t.co/tCgmQ2xI,Not labeled,Not labeled,Not related,-78262
211333983269695488,Sat Jun 09 05:48:42 +0000 2012,2393,3250,False,99272,3040,3,1,2,False,1,0,Client Web,True,RT @xRedRoverx: #Colorado #news #crime 3 bodies found in La Plata County Friday | http://t.co/BNPYWOBu http://t.co/iLUtRFED via @9news,Not labeled,Not labeled,Not related,-53267
211437603529039872,Sat Jun 09 12:40:27 +0000 2012,1114,238,False,13640,3303,4,0,1,False,0,0,OtherSite,False,"Free #HTC #Wildfire S, 250 minutes, 5,000 texts and 500MB data for only £7.50 per month at #Carphone.. #deals http://t.co/jpvMwt6r",Not labeled,Not labeled,Not related,-28562
211490716004777984,Sat Jun 09 16:11:30 +0000 2012,429217,745,True,173982,3941,1,0,1,True,2,2,TweetDeck,False,Wildly popular Tough Mudder adventure race gives #Colorado ski areas some summertime crowds: http://t.co/Lyj5MxDC,Not labeled,Not labeled,Not related,-15899
211511062573490177,Sat Jun 09 17:32:21 +0000 2012,665,484,True,8462,2388,1,0,1,False,0,0,Instagram,False,day 9- your view. there's no other view like one on top of a mountain. i miss camp so much. #colorado  http://t.co/3RaO8P7b,Not labeled,Not labeled,Not related,-11048
211545661387194369,Sat Jun 09 19:49:51 +0000 2012,221,636,False,8538,2598,1,0,0,False,0,1,MobileApp,False,#Colorado http://t.co/PIEZEJM8,Not labeled,Not labeled,Not related,-2798
211557401231495171,Sat Jun 09 20:36:29 +0000 2012,4624,4872,False,54727,3165,1,1,1,False,3,0,MobileApp,True,RT @northfortynews: Tanker helicopter heads up to Paradise Park to drop water on #HighParkFire. http://t.co/7atRS5cy,Media,Other Useful Information,Related and informative,0
