TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,nRetweets,nLikes,Source,isRetweet,Text,InfoSource,InfoType,Informativeness,DeltaSeconds
324681353662709760,Thu Apr 18 00:30:41 +0000 2013,329,443,True,16850,3213,0,1,0,False,0,0,MobileApp,False,"@MontesCb7 Waco, Texas!! I use to live near there, ilived in McKinney, tx near Plano where the D is made lol",Not applicable,Other Useful Information,Related - but not informative,0
324693550694543361,Thu Apr 18 01:19:09 +0000 2013,268,255,True,24162,2084,0,0,0,False,1,1,MobileApp,False,"Really? Another explosion, now in Texas? What the hell is wrong with people nowadays? Goddamn...",Outsiders,Sympathy and support,Related - but not informative,2908
324694339240460289,Thu Apr 18 01:22:17 +0000 2013,2822,1448,True,5777,2091,0,0,0,False,0,0,MobileApp,False,"Explosion reported at fertilizer plant in West, McLennan Co.",Outsiders,Other Useful Information,Related and informative,3096
324694565753851904,Thu Apr 18 01:23:11 +0000 2013,1935,1248,True,2386,3317,0,1,0,False,8,0,Client Web,True,RT @Donna4843: triage for injured at Reagan st in West Tx due to plt explosion  Multiple areas on fire including a school. http://t.co/t ...,Outsiders,Infrastructure and utilities,Related and informative,3150
324694993551884288,Thu Apr 18 01:24:53 +0000 2013,266,2103,False,5746,3404,0,1,0,False,152,0,Client Web,True,RT @911BUFF: TEXAS: MASSIVE EXPLOSION U/D - LOCAL HOSPITALS NOTIFIED. EVERY AVAILABLE AMBULANCE DISPATCHED. REPORTS OF CASUALTIES. http: ...,Media,Affected individuals,Related and informative,3252
324695182303961089,Thu Apr 18 01:25:38 +0000 2013,537,1208,True,27558,3413,0,1,0,False,9,0,MobileApp,True,"RT @firehat: Now tuned in to the massive explosion near Waco. Multiple buildings afire, including a school. Hospital in burning area. Un ...",Outsiders,Infrastructure and utilities,Related and informative,3297
324700584571711488,Thu Apr 18 01:47:06 +0000 2013,963,1172,False,64546,3360,0,2,0,False,153,0,TweetDeck,True,"RT @brianstelter: A big explosion at a fertilizer plant in West, TX tonight. Most dramatic photo from the scene, by @AndyBartee: http:// ...",Outsiders,Affected individuals,Related and informative,4585
324702421668487169,Thu Apr 18 01:54:24 +0000 2013,430,345,True,12648,2516,1,2,1,False,1,0,MobileApp,True,RT @sudixitca: MT @RT_com BREAKING: Multiple casualties in #Texas fertilizer plant explosion - reports http://t.co/CXHwhVpdVk,Media,Affected individuals,Related and informative,5023
324702723675144192,Thu Apr 18 01:55:36 +0000 2013,5922,820,True,22452,3213,1,1,0,True,6,0,MobileApp,False,"@wfaachannel8 McLennan co. dispatch asking more resources rescue trapped people in apartment #explosion at fertilizer plant in West, TX",Media,Affected individuals,Related and informative,5095
324702774006775809,Thu Apr 18 01:55:48 +0000 2013,1576,842,False,1780,1986,2,0,1,False,1,0,Client Web,False,#waco #explosion http://t.co/4KzHKAsPop,Outsiders,Other Useful Information,Related - but not informative,5107
324705017925861376,Thu Apr 18 02:04:43 +0000 2013,384,250,True,14188,1918,0,0,0,False,1,1,MobileApp,False,"Their was another explosion in west texas, wth!",Outsiders,Other Useful Information,Related - but not informative,5642
324705521242353666,Thu Apr 18 02:06:43 +0000 2013,178,474,True,4444,2610,1,1,0,False,0,0,MobileApp,False,"#EEUU.: Explosión en planta de fertilizantes cerca de Waco, Texas, provoca numerosos heridos. Foto @1ventura1  http://t.co/TbHtgiJBBy",Not labeled,Not labeled,Not applicable,5762
324706162983448576,Thu Apr 18 02:09:16 +0000 2013,2865,2070,True,16339,2371,0,1,0,True,540,0,MobileApp,True,"RT @AP: BREAKING: Authorities: Fertilizer plant explodes near Waco, Texas, causing numerous injuries",Media,Affected individuals,Related and informative,5915
324706708247154690,Thu Apr 18 02:11:26 +0000 2013,425,2340,True,28310,2875,0,1,1,False,74,0,Tablet,True,"RT @nycjim: Dallas Morning News reports part of town of West, Tex., was leveled in fertilizer plant explosion. http://t.co/XtLj5qA5Nx",Media,Infrastructure and utilities,Related and informative,6045
324707635196743680,Thu Apr 18 02:15:07 +0000 2013,380,302,False,14303,2395,0,1,1,False,819,0,MobileApp,True,RT @YourAnonNews: WACO TEXAS. FERTILIZER PLANT EXPLOSION. ALL UNITS REQUESTED. http://t.co/MSwGbnmT1l,Media,Other Useful Information,Related and informative,6266
324708104937820160,Thu Apr 18 02:16:59 +0000 2013,334,202,False,176100,3105,0,1,1,False,0,0,Tweetbot,False,RT @CBSNews: Explosion reported at a Texas fertilizer plant http://t.co/JPbI8sHlDl,Media,Other Useful Information,Related and informative,6378
324709166121877504,Thu Apr 18 02:21:12 +0000 2013,1285,875,False,41192,2556,0,1,1,False,3,0,Client Web,True,RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  I need anybody and everybody you can send. http://t.co/8pMJsSwunm,Outsiders,Donations and volunteering,Related and informative,6631
324709329666183168,Thu Apr 18 02:21:51 +0000 2013,3655,926,False,900685,2684,0,0,1,False,0,0,OtherSite,False,"Explosion rips Texas fertilizer plant: An explosion ripped through a fertilizer plant Wednesday night in West,... http://t.co/vqrbOHGFDE",Media,Infrastructure and utilities,Related and informative,6670
324710575399649283,Thu Apr 18 02:26:48 +0000 2013,193,438,False,11971,1885,0,2,1,False,470,0,OtherSite,True,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Media,Affected individuals,Related and informative,6967
324711640744460288,Thu Apr 18 02:31:02 +0000 2013,409,513,False,42451,3806,0,2,1,False,470,0,TweetDeck,True,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Media,Affected individuals,Related and informative,7221
324711959515783170,Thu Apr 18 02:32:18 +0000 2013,18,124,False,839,1921,3,1,0,False,0,0,MobileApp,False,"@nestorflecha #news  more photo about the #explosion in Waco, #Texas http://t.co/tfcMKGvzr3",Outsiders,Other Useful Information,Related and informative,7297
324712173404299266,Thu Apr 18 02:33:09 +0000 2013,305,356,True,3577,2387,0,0,0,False,0,0,MobileApp,False,Praying for West Texas❤,Outsiders,Sympathy and support,Related - but not informative,7348
324712861278556160,Thu Apr 18 02:35:53 +0000 2013,4091,277,False,105712,3373,0,1,0,False,0,0,Client Web,False,"@countmystars What the fuck is WITH this week. Between this, Boston, the explosion tonight in Waco...",Outsiders,Other Useful Information,Related - but not informative,7512
324713054245904385,Thu Apr 18 02:36:39 +0000 2013,2629,1367,False,149654,3233,2,1,1,False,1,0,Client Web,True,RT @AhmedMedien: Multiple injuries reported at #Texas #fertilizer plant explosion - http://t.co/Vyx44Pgka4,Outsiders,Affected individuals,Related and informative,7558
324713159090921472,Thu Apr 18 02:37:04 +0000 2013,19307,237,True,68293,3282,1,1,1,False,1,0,MobileApp,True,"RT @RealTonyRocha: #TopStories Breaking news: Explosion, injuries reported at fertilizer plant near Waco in … http://t.co/SZMi3LLOfT #To ...",Media,Affected individuals,Related and informative,7583
324713222009651200,Thu Apr 18 02:37:19 +0000 2013,302,764,True,9514,2338,3,0,0,False,0,0,MobileApp,False,Prayers #Waco #Texas #tx,Outsiders,Sympathy and support,Related - but not informative,7598
324713381376434176,Thu Apr 18 02:37:57 +0000 2013,151,234,True,2279,2388,3,1,0,False,8,0,MobileApp,True,RT @posh_jeterson: So many bad things happening this week. #boston #collinsvillewhitesboro #west,Outsiders,Sympathy and support,Related - but not informative,7636
324713712730660864,Thu Apr 18 02:39:16 +0000 2013,1292,1303,True,25424,3346,0,1,1,False,0,0,Client Web,False,"LIVE VIDEO of situation in West, Texas from @CBSDFW - http://t.co/SIRFvkbChG",Media,Other Useful Information,Related and informative,7715
324713976980189185,Thu Apr 18 02:40:19 +0000 2013,980,479,False,1964,2742,1,1,0,False,6,0,MobileApp,True,RT @SafeFamiliesDFW: Please join us in praying for those injured &amp; effected by the fertilizer plant explosion in Waco #prayforwaco,Outsiders,Sympathy and support,Related - but not informative,7778
324715289801531393,Thu Apr 18 02:45:32 +0000 2013,600,86,False,218521,1923,0,0,1,False,0,0,OtherSite,False,Official: Several injured in Texas plant explosion http://t.co/c9PTjgIvQ4,Government,Affected individuals,Related and informative,8091
